TEAM,ELITE SOS,YEAR
Drexel,12.0,2017
Western Illinois,12.0,2017
Army,12.0,2017
UT Rio Grande Valley,12.0,2017
Purdue Fort Wayne,12.0,2017
Tennessee Tech,12.0,2017
Milwaukee,12.0,2017
Nicholls St.,12.0,2017
FIU,11.0,2017
Norfolk St.,11.0,2017
Louisiana,11.0,2017
UTSA,11.0,2017
Coppin St.,11.0,2017
North Dakota St.,11.0,2017
Eastern Washington,11.0,2017
SIU Edwardsville,11.0,2017
Montana,11.0,2017
UTEP,11.0,2017
Miami OH,11.0,2017
Tennessee Martin,11.0,2017
Cal St. Northridge,11.0,2017
Youngstown St.,11.0,2017
Oakland,11.0,2017
Louisiana Tech,11.0,2017
Cal Poly,11.0,2017
UC Riverside,11.0,2017
Boston University,11.0,2017
Kennesaw St.,11.0,2017
Fairfield,11.0,2017
Little Rock,11.0,2017
New Mexico St.,11.0,2017
Central Michigan,11.0,2017
New Orleans,11.0,2017
Ball St.,11.0,2017
Ohio,11.0,2017
Wright St.,10.0,2017
High Point,10.0,2017
Winthrop,10.0,2017
South Alabama,10.0,2017
Delaware St.,10.0,2017
Texas A&M Corpus Chris,10.0,2017
St. Francis NY,10.0,2017
Lipscomb,10.0,2017
Longwood,10.0,2017
Hartford,10.0,2017
Northern Illinois,10.0,2017
Stony Brook,10.0,2017
Southeast Missouri St.,10.0,2017
UC Davis,10.0,2017
Stephen F. Austin,10.0,2017
Niagara,10.0,2017
Presbyterian,10.0,2017
Stetson,10.0,2017
Murray St.,10.0,2017
Hawaii,10.0,2017
Liberty,10.0,2017
Denver,10.0,2017
Navy,10.0,2017
Binghamton,10.0,2017
North Texas,10.0,2017
Rider,10.0,2017
Rice,10.0,2017
UMass Lowell,10.0,2017
USC Upstate,10.0,2017
UMBC,10.0,2017
Alcorn St.,9.0,2017
Northwestern St.,9.0,2017
Saint Francis,9.0,2017
Illinois Chicago,9.0,2017
Sam Houston St.,9.0,2017
North Dakota,9.0,2017
Weber St.,9.0,2017
Texas St.,9.0,2017
Sacramento St.,9.0,2017
Incarnate Word,9.0,2017
Southeastern Louisiana,9.0,2017
Alabama St.,8.0,2017
Portland St.,8.0,2017
Sacred Heart,8.0,2017
North Carolina A&T,8.0,2017
Hampton,8.0,2017
Arkansas Pine Bluff,8.0,2017
Abilene Christian,8.0,2017
Campbell,8.0,2017
Southern Utah,8.0,2017
Idaho,8.0,2017
Grambling St.,8.0,2017
Montana St.,8.0,2017
Central Connecticut,8.0,2017
Eastern Illinois,8.0,2017
Northern Arizona,8.0,2017
Southern,8.0,2017
Wagner,7.0,2017
Jackson St.,7.0,2017
LIU,7.0,2017
Bethune Cookman,7.0,2017
Lamar,7.0,2017
Alabama A&M,7.0,2017
Florida A&M,6.0,2017
Jacksonville,6.0,2017
Morgan St.,6.0,2017
Cal St. Fullerton,6.0,2017
North Carolina Central,6.0,2017
