TEAM,ELITE SOS,YEAR
Xavier,25.0,2021
Texas A&M,24.0,2021
Virginia Tech,24.0,2021
Pepperdine,24.0,2021
South Florida,24.0,2021
Tulane,24.0,2021
Rhode Island,23.0,2021
Richmond,23.0,2021
Temple,23.0,2021
Dayton,23.0,2021
Wichita St.,23.0,2021
Boise St.,22.0,2021
Loyola Marymount,22.0,2021
St. Bonaventure,22.0,2021
VCU,22.0,2021
Memphis,22.0,2021
Tulsa,22.0,2021
Houston,22.0,2021
Portland,21.0,2021
Colorado St.,21.0,2021
La Salle,21.0,2021
North Texas,21.0,2021
San Jose St.,21.0,2021
Nevada,21.0,2021
Davidson,20.0,2021
Santa Clara,19.0,2021
UNLV,19.0,2021
Central Arkansas,19.0,2021
San Diego St.,19.0,2021
Western Kentucky,19.0,2021
Duquesne,19.0,2021
Saint Louis,19.0,2021
Air Force,18.0,2021
Ohio,18.0,2021
Utah St.,18.0,2021
East Carolina,18.0,2021
Indiana St.,18.0,2021
Loyola Chicago,18.0,2021
Oral Roberts,18.0,2021
Northeastern,18.0,2021
Illinois St.,18.0,2021
Northern Iowa,18.0,2021
Southern Illinois,18.0,2021
Wyoming,18.0,2021
Fordham,18.0,2021
Fresno St.,17.0,2021
Ball St.,17.0,2021
UTEP,17.0,2021
Nebraska Omaha,17.0,2021
Northern Illinois,17.0,2021
Evansville,17.0,2021
Valparaiso,17.0,2021
Arkansas Pine Bluff,16.0,2021
George Mason,16.0,2021
Kent St.,16.0,2021
Drake,16.0,2021
Bradley,16.0,2021
Oakland,16.0,2021
Northern Arizona,16.0,2021
Northwestern St.,16.0,2021
Old Dominion,16.0,2021
Massachusetts,16.0,2021
Alcorn St.,16.0,2021
New Mexico,15.0,2021
Bowling Green,15.0,2021
Louisiana Tech,15.0,2021
UC Irvine,15.0,2021
Western Michigan,15.0,2021
Toledo,15.0,2021
Eastern Michigan,15.0,2021
Akron,15.0,2021
Mississippi Valley St.,15.0,2021
Cal St. Bakersfield,15.0,2021
Cleveland St.,14.0,2021
Miami OH,14.0,2021
Utah Valley,14.0,2021
Eastern Washington,14.0,2021
Rice,14.0,2021
Tennessee Tech,14.0,2021
North Dakota St.,14.0,2021
Texas Southern,14.0,2021
UC San Diego,14.0,2021
Buffalo,14.0,2021
Marshall,14.0,2021
Morehead St.,13.0,2021
East Tennessee St.,13.0,2021
Green Bay,13.0,2021
UTSA,13.0,2021
Middle Tennessee,13.0,2021
Cal Poly,13.0,2021
Montana,13.0,2021
Hofstra,13.0,2021
Florida A&M,13.0,2021
Sam Houston St.,13.0,2021
Hartford,13.0,2021
VMI,13.0,2021
Coppin St.,13.0,2021
George Washington,13.0,2021
Furman,13.0,2021
South Dakota St.,13.0,2021
William & Mary,12.0,2021
North Florida,12.0,2021
Army,12.0,2021
UC Santa Barbara,12.0,2021
Western Illinois,12.0,2021
Towson,12.0,2021
Missouri St.,12.0,2021
Boston University,12.0,2021
Wofford,12.0,2021
UNC Greensboro,12.0,2021
Charlotte,12.0,2021
Drexel,12.0,2021
North Carolina Central,12.0,2021
Houston Christian,12.0,2021
North Dakota,12.0,2021
UMKC,12.0,2021
Samford,12.0,2021
Idaho,12.0,2021
UC Riverside,12.0,2021
South Dakota,11.0,2021
Gardner Webb,11.0,2021
Grand Canyon,11.0,2021
Eastern Illinois,11.0,2021
Western Carolina,11.0,2021
Southern Miss,11.0,2021
Mercer,11.0,2021
Abilene Christian,11.0,2021
North Carolina A&T,11.0,2021
Kennesaw St.,11.0,2021
Holy Cross,11.0,2021
Long Beach St.,11.0,2021
Sacramento St.,11.0,2021
UMass Lowell,11.0,2021
SIU Edwardsville,11.0,2021
Lamar,11.0,2021
Central Michigan,11.0,2021
Utah Tech,11.0,2021
Southern,11.0,2021
Northern Colorado,11.0,2021
Cal St. Fullerton,10.0,2021
Southeastern Louisiana,10.0,2021
UAB,10.0,2021
Cal St. Northridge,10.0,2021
Troy,10.0,2021
Milwaukee,10.0,2021
Iona,10.0,2021
Jacksonville St.,10.0,2021
USC Upstate,10.0,2021
Robert Morris,10.0,2021
Maine,10.0,2021
Navy,10.0,2021
Cal Baptist,10.0,2021
Detroit Mercy,10.0,2021
American,10.0,2021
Seattle,10.0,2021
Jackson St.,10.0,2021
The Citadel,10.0,2021
Saint Francis,10.0,2021
Chattanooga,10.0,2021
Montana St.,10.0,2021
South Carolina St.,10.0,2021
Liberty,10.0,2021
UT Arlington,10.0,2021
Longwood,9.0,2021
Tennessee Martin,9.0,2021
Grambling St.,9.0,2021
Texas A&M Corpus Chris,9.0,2021
Loyola MD,9.0,2021
Hawaii,9.0,2021
Charleston,9.0,2021
UNC Asheville,9.0,2021
Campbell,9.0,2021
Rider,9.0,2021
Mount St. Mary's,9.0,2021
High Point,9.0,2021
Nicholls St.,9.0,2021
Elon,9.0,2021
Stetson,9.0,2021
Louisiana,9.0,2021
FIU,9.0,2021
UT Rio Grande Valley,9.0,2021
Norfolk St.,9.0,2021
Bellarmine,9.0,2021
Charleston Southern,9.0,2021
Delaware St.,9.0,2021
Georgia St.,9.0,2021
Fairleigh Dickinson,9.0,2021
Stephen F. Austin,9.0,2021
Tarleton St.,9.0,2021
New Mexico St.,9.0,2021
Weber St.,9.0,2021
Arkansas St.,8.0,2021
Idaho St.,8.0,2021
UC Davis,8.0,2021
Illinois Chicago,8.0,2021
Central Connecticut,8.0,2021
Northern Kentucky,8.0,2021
Radford,8.0,2021
James Madison,8.0,2021
Colgate,8.0,2021
Appalachian St.,8.0,2021
Lipscomb,8.0,2021
Saint Peter's,8.0,2021
Little Rock,8.0,2021
Bucknell,8.0,2021
Florida Atlantic,8.0,2021
Stony Brook,8.0,2021
UNC Wilmington,8.0,2021
Incarnate Word,8.0,2021
Texas St.,8.0,2021
Niagara,8.0,2021
NJIT,8.0,2021
Portland St.,8.0,2021
Tennessee St.,8.0,2021
Howard,8.0,2021
Denver,8.0,2021
Sacred Heart,8.0,2021
North Alabama,8.0,2021
Jacksonville,8.0,2021
Southeast Missouri St.,8.0,2021
Louisiana Monroe,7.0,2021
Eastern Kentucky,7.0,2021
UMBC,7.0,2021
Southern Utah,7.0,2021
IU Indy,7.0,2021
Fairfield,7.0,2021
New Orleans,7.0,2021
Winthrop,7.0,2021
Bryant,7.0,2021
Youngstown St.,7.0,2021
Murray St.,7.0,2021
Lehigh,7.0,2021
Prairie View A&M,7.0,2021
Wagner,7.0,2021
Binghamton,7.0,2021
Purdue Fort Wayne,7.0,2021
South Alabama,7.0,2021
Wright St.,6.0,2021
Austin Peay,6.0,2021
Belmont,6.0,2021
Albany,6.0,2021
Monmouth,6.0,2021
Georgia Southern,6.0,2021
Canisius,6.0,2021
Manhattan,6.0,2021
Presbyterian,6.0,2021
Delaware,6.0,2021
Coastal Carolina,6.0,2021
LIU,5.0,2021
Quinnipiac,5.0,2021
Morgan St.,5.0,2021
Lafayette,5.0,2021
Vermont,5.0,2021
Hampton,5.0,2021
Florida Gulf Coast,5.0,2021
Merrimack,5.0,2021
Siena,5.0,2021
Marist,5.0,2021
New Hampshire,5.0,2021
McNeese St.,4.0,2021
St. Francis NY,4.0,2021
Alabama A&M,4.0,2021
Alabama St.,3.0,2021
