TEAM,ELITE SOS,YEAR
Penn St.,42.0,2021
Indiana,40.0,2021
Illinois,40.0,2021
Northwestern,40.0,2021
Wisconsin,39.0,2021
Rutgers,39.0,2021
Iowa St.,39.0,2021
Michigan St.,39.0,2021
Ohio St.,39.0,2021
Washington,38.0,2021
Nebraska,38.0,2021
UCLA,38.0,2021
Minnesota,37.0,2021
Iowa,37.0,2021
Maryland,36.0,2021
Purdue,36.0,2021
Kentucky,36.0,2021
Michigan,36.0,2021
Stanford,36.0,2021
Oklahoma St.,36.0,2021
Oregon St.,36.0,2021
Kansas,35.0,2021
North Carolina,35.0,2021
USC,35.0,2021
South Carolina,34.0,2021
Utah,34.0,2021
Oklahoma,34.0,2021
Arizona St.,34.0,2021
Auburn,34.0,2021
Georgetown,34.0,2021
Butler,34.0,2021
Colorado,34.0,2021
Missouri,34.0,2021
West Virginia,34.0,2021
LSU,33.0,2021
Marquette,33.0,2021
Oregon,33.0,2021
Florida,33.0,2021
Seton Hall,33.0,2021
Notre Dame,33.0,2021
California,33.0,2021
Texas Tech,33.0,2021
Baylor,33.0,2021
Clemson,33.0,2021
Kansas St.,32.0,2021
Alabama,32.0,2021
Texas,32.0,2021
Boston College,32.0,2021
Providence,32.0,2021
Villanova,32.0,2021
Creighton,32.0,2021
Connecticut,32.0,2021
Syracuse,32.0,2021
DePaul,31.0,2021
Wake Forest,31.0,2021
UCF,31.0,2021
Georgia Tech,30.0,2021
Louisville,30.0,2021
Virginia,30.0,2021
Arizona,30.0,2021
Florida St.,30.0,2021
Arkansas,30.0,2021
Vanderbilt,30.0,2021
Tennessee,30.0,2021
TCU,30.0,2021
BYU,30.0,2021
Washington St.,29.0,2021
Chicago St.,29.0,2021
Miami FL,29.0,2021
San Diego,29.0,2021
Mississippi St.,29.0,2021
Gonzaga,29.0,2021
St. John's,28.0,2021
Saint Mary's,28.0,2021
Duke,28.0,2021
Georgia,28.0,2021
N.C. State,28.0,2021
Pittsburgh,27.0,2021
Mississippi,27.0,2021
Cincinnati,26.0,2021
Saint Joseph's,26.0,2021
Pacific,26.0,2021
SMU,25.0,2021
San Francisco,25.0,2021
