TEAM,ELITE SOS,YEAR
Oklahoma,38.0,2016
Kansas,36.0,2016
Virginia,36.0,2016
Texas,36.0,2016
Baylor,35.0,2016
Iowa St.,35.0,2016
West Virginia,35.0,2016
Kansas St.,35.0,2016
Villanova,34.0,2016
Miami FL,34.0,2016
Wake Forest,34.0,2016
North Carolina,34.0,2016
TCU,33.0,2016
Notre Dame,33.0,2016
Texas Tech,33.0,2016
Syracuse,33.0,2016
Georgia Tech,33.0,2016
Duke,33.0,2016
Florida,33.0,2016
Georgetown,32.0,2016
Providence,32.0,2016
Alabama,32.0,2016
Stanford,32.0,2016
Pittsburgh,32.0,2016
Virginia Tech,32.0,2016
Seton Hall,31.0,2016
Oklahoma St.,31.0,2016
St. John's,31.0,2016
Utah,31.0,2016
Butler,31.0,2016
Louisville,31.0,2016
Florida St.,31.0,2016
Oregon St.,31.0,2016
UCLA,31.0,2016
Wisconsin,31.0,2016
DePaul,31.0,2016
Vanderbilt,31.0,2016
Boston College,30.0,2016
Iowa,30.0,2016
Maryland,30.0,2016
Arizona St.,30.0,2016
N.C. State,30.0,2016
Xavier,29.0,2016
Michigan,29.0,2016
Oregon,29.0,2016
Creighton,29.0,2016
Washington St.,29.0,2016
Kentucky,29.0,2016
Tennessee,29.0,2016
Texas A&M,28.0,2016
Georgia,28.0,2016
Nebraska,28.0,2016
Missouri,28.0,2016
Clemson,28.0,2016
Marquette,28.0,2016
Ohio St.,27.0,2016
California,27.0,2016
LSU,27.0,2016
USC,27.0,2016
Washington,27.0,2016
Auburn,27.0,2016
Colorado,27.0,2016
Purdue,27.0,2016
Michigan St.,26.0,2016
Penn St.,26.0,2016
Arizona,26.0,2016
Rutgers,26.0,2016
Illinois,26.0,2016
Long Beach St.,26.0,2016
Temple,26.0,2016
Indiana,26.0,2016
Mississippi St.,25.0,2016
Arkansas,25.0,2016
Connecticut,25.0,2016
Davidson,24.0,2016
Mississippi,24.0,2016
Cincinnati,24.0,2016
Northwestern,24.0,2016
Richmond,24.0,2016
Minnesota,24.0,2016
Saint Joseph's,23.0,2016
Northern Iowa,23.0,2016
Tulsa,23.0,2016
Gonzaga,22.0,2016
South Florida,22.0,2016
La Salle,22.0,2016
VCU,22.0,2016
South Carolina,22.0,2016
Bradley,22.0,2016
Dayton,22.0,2016
East Carolina,21.0,2016
Tulane,21.0,2016
Wichita St.,21.0,2016
Saint Louis,21.0,2016
George Washington,21.0,2016
George Mason,21.0,2016
Cal Poly,20.0,2016
Pacific,20.0,2016
Massachusetts,20.0,2016
Illinois St.,20.0,2016
SMU,20.0,2016
San Diego St.,20.0,2016
Rhode Island,20.0,2016
UNLV,20.0,2016
Memphis,20.0,2016
Boise St.,20.0,2016
BYU,20.0,2016
Santa Clara,19.0,2016
Loyola Marymount,19.0,2016
Missouri St.,19.0,2016
Buffalo,19.0,2016
Pepperdine,19.0,2016
UC Irvine,19.0,2016
Houston,19.0,2016
UC Santa Barbara,19.0,2016
Fresno St.,19.0,2016
Harvard,19.0,2016
Indiana St.,18.0,2016
Duquesne,18.0,2016
IU Indy,18.0,2016
UCF,18.0,2016
San Diego,18.0,2016
Oral Roberts,18.0,2016
Northern Kentucky,18.0,2016
Utah St.,18.0,2016
Yale,18.0,2016
Delaware,18.0,2016
St. Bonaventure,18.0,2016
Loyola Chicago,18.0,2016
Kennesaw St.,18.0,2016
Portland,18.0,2016
New Mexico,18.0,2016
Elon,18.0,2016
Eastern Michigan,18.0,2016
William & Mary,17.0,2016
Drexel,17.0,2016
Northeastern,17.0,2016
Cornell,17.0,2016
Saint Mary's,17.0,2016
Oakland,17.0,2016
Green Bay,17.0,2016
Youngstown St.,17.0,2016
Drake,17.0,2016
Nevada,17.0,2016
Wyoming,17.0,2016
Hofstra,17.0,2016
Penn,17.0,2016
Fordham,16.0,2016
Princeton,16.0,2016
Western Illinois,16.0,2016
Arkansas Pine Bluff,16.0,2016
Chicago St.,16.0,2016
Valparaiso,16.0,2016
Cleveland St.,16.0,2016
San Francisco,16.0,2016
Air Force,16.0,2016
Detroit Mercy,16.0,2016
Wofford,16.0,2016
Northern Arizona,16.0,2016
Cal St. Northridge,16.0,2016
Evansville,16.0,2016
Maryland Eastern Shore,16.0,2016
Brown,16.0,2016
Little Rock,16.0,2016
San Jose St.,16.0,2016
Colorado St.,16.0,2016
Texas Southern,16.0,2016
Utah Valley,16.0,2016
Western Michigan,16.0,2016
Appalachian St.,16.0,2016
Western Carolina,15.0,2016
UMKC,15.0,2016
Charleston,15.0,2016
Hawaii,15.0,2016
Cal St. Fullerton,15.0,2016
Marshall,15.0,2016
Purdue Fort Wayne,15.0,2016
Coppin St.,15.0,2016
Iona,15.0,2016
Wright St.,15.0,2016
Louisiana,15.0,2016
UC Davis,15.0,2016
New Mexico St.,15.0,2016
UNC Wilmington,15.0,2016
Belmont,15.0,2016
Florida Atlantic,15.0,2016
Louisiana Monroe,15.0,2016
Middle Tennessee,15.0,2016
Nicholls St.,15.0,2016
Incarnate Word,15.0,2016
Arkansas St.,15.0,2016
Dartmouth,15.0,2016
Akron,15.0,2016
James Madison,14.0,2016
Southern Illinois,14.0,2016
North Florida,14.0,2016
Charleston Southern,14.0,2016
McNeese St.,14.0,2016
Western Kentucky,14.0,2016
South Dakota,14.0,2016
Miami OH,14.0,2016
Northwestern St.,14.0,2016
Morehead St.,14.0,2016
Austin Peay,14.0,2016
Southern Utah,14.0,2016
Milwaukee,14.0,2016
