TEAM,ELITE SOS,YEAR
South Alabama,14.0,2016
Gardner Webb,14.0,2016
Vermont,14.0,2016
Monmouth,14.0,2016
Montana,14.0,2016
Troy,14.0,2016
Central Arkansas,13.0,2016
Georgia Southern,13.0,2016
Eastern Kentucky,13.0,2016
Old Dominion,13.0,2016
South Dakota St.,13.0,2016
Kent St.,13.0,2016
Prairie View A&M,13.0,2016
East Tennessee St.,13.0,2016
Charlotte,13.0,2016
SIU Edwardsville,13.0,2016
Stony Brook,13.0,2016
Towson,13.0,2016
Lehigh,13.0,2016
UT Rio Grande Valley,13.0,2016
Chattanooga,13.0,2016
Texas A&M Corpus Chris,13.0,2016
Central Michigan,13.0,2016
Fairfield,13.0,2016
UTSA,13.0,2016
Bryant,13.0,2016
Columbia,13.0,2016
Georgia St.,13.0,2016
UT Arlington,13.0,2016
UNC Greensboro,13.0,2016
North Dakota St.,13.0,2016
Sam Houston St.,13.0,2016
Illinois Chicago,13.0,2016
Florida Gulf Coast,13.0,2016
VMI,13.0,2016
Nebraska Omaha,13.0,2016
Tennessee Tech,13.0,2016
UNC Asheville,13.0,2016
Saint Peter's,12.0,2016
Houston Christian,12.0,2016
Rider,12.0,2016
NJIT,12.0,2016
UC Riverside,12.0,2016
Bowling Green,12.0,2016
Northern Illinois,12.0,2016
Southeastern Louisiana,12.0,2016
Stetson,12.0,2016
Cal St. Bakersfield,12.0,2016
North Texas,12.0,2016
Northern Colorado,12.0,2016
Grand Canyon,12.0,2016
Manhattan,12.0,2016
Stephen F. Austin,12.0,2016
Niagara,12.0,2016
Norfolk St.,12.0,2016
Southeast Missouri St.,12.0,2016
USC Upstate,12.0,2016
Liberty,12.0,2016
UMass Lowell,12.0,2016
Siena,12.0,2016
High Point,12.0,2016
Hartford,12.0,2016
Rice,12.0,2016
Samford,12.0,2016
Delaware St.,12.0,2016
UAB,12.0,2016
Radford,12.0,2016
Seattle,12.0,2016
Murray St.,12.0,2016
Jacksonville St.,11.0,2016
Loyola MD,11.0,2016
Eastern Illinois,11.0,2016
Ohio,11.0,2016
Mount St. Mary's,11.0,2016
Colgate,11.0,2016
Morgan St.,11.0,2016
Tennessee Martin,11.0,2016
Texas St.,11.0,2016
Binghamton,11.0,2016
New Hampshire,11.0,2016
Holy Cross,11.0,2016
American,11.0,2016
Mississippi Valley St.,11.0,2016
Hampton,11.0,2016
Weber St.,11.0,2016
Lipscomb,11.0,2016
Montana St.,11.0,2016
Toledo,11.0,2016
North Dakota,11.0,2016
Lafayette,11.0,2016
Furman,11.0,2016
Maine,11.0,2016
Grambling St.,10.0,2016
Canisius,10.0,2016
Jacksonville,10.0,2016
South Carolina St.,10.0,2016
Louisiana Tech,10.0,2016
Ball St.,10.0,2016
Presbyterian,10.0,2016
Eastern Washington,10.0,2016
Jackson St.,10.0,2016
Denver,10.0,2016
Robert Morris,10.0,2016
North Carolina A&T,10.0,2016
Sacred Heart,10.0,2016
Bethune Cookman,10.0,2016
Savannah St.,10.0,2016
Coastal Carolina,10.0,2016
Fairleigh Dickinson,10.0,2016
Mercer,10.0,2016
Bucknell,10.0,2016
Southern Miss,10.0,2016
Quinnipiac,10.0,2016
The Citadel,10.0,2016
Albany,10.0,2016
Winthrop,9.0,2016
Longwood,9.0,2016
Idaho St.,9.0,2016
FIU,9.0,2016
Boston University,9.0,2016
Idaho,9.0,2016
Sacramento St.,9.0,2016
Howard,9.0,2016
Alabama St.,9.0,2016
Tennessee St.,9.0,2016
Portland St.,9.0,2016
Marist,9.0,2016
UMBC,9.0,2016
Wagner,9.0,2016
Abilene Christian,9.0,2016
Alcorn St.,9.0,2016
UTEP,9.0,2016
New Orleans,9.0,2016
Saint Francis,8.0,2016
Southern,8.0,2016
Lamar,8.0,2016
Navy,8.0,2016
North Carolina Central,8.0,2016
Army,8.0,2016
St. Francis NY,7.0,2016
Central Connecticut,7.0,2016
Alabama A&M,7.0,2016
Campbell,7.0,2016
Florida A&M,7.0,2016
LIU,5.0,2016
