TEAM,ELITE SOS,YEAR
Youngstown St.,17.0,2011
Delaware,17.0,2011
UNC Wilmington,17.0,2011
Creighton,17.0,2011
Penn,17.0,2011
Drexel,17.0,2011
Nevada,17.0,2011
La Salle,17.0,2011
Kent St.,17.0,2011
Drake,17.0,2011
Tulane,17.0,2011
Hofstra,17.0,2011
UTEP,17.0,2011
UCF,17.0,2011
UC Santa Barbara,17.0,2011
Charleston,17.0,2011
Fordham,17.0,2011
Idaho St.,16.0,2011
USC Upstate,16.0,2011
Fresno St.,16.0,2011
Saint Peter's,16.0,2011
Boise St.,16.0,2011
Loyola Marymount,16.0,2011
Robert Morris,16.0,2011
Oral Roberts,16.0,2011
Utah St.,16.0,2011
Chicago St.,16.0,2011
George Washington,16.0,2011
UMKC,16.0,2011
Lipscomb,16.0,2011
Purdue Fort Wayne,16.0,2011
The Citadel,16.0,2011
Morehead St.,16.0,2011
Toledo,16.0,2011
Cornell,16.0,2011
Davidson,15.0,2011
Weber St.,15.0,2011
Louisiana Tech,15.0,2011
Princeton,15.0,2011
San Jose St.,15.0,2011
Alcorn St.,15.0,2011
Western Carolina,15.0,2011
Idaho,15.0,2011
Texas A&M Corpus Chris,15.0,2011
Northern Colorado,15.0,2011
Mount St. Mary's,15.0,2011
Marist,15.0,2011
Houston,15.0,2011
Mercer,15.0,2011
Appalachian St.,15.0,2011
Pacific,15.0,2011
Georgia Southern,15.0,2011
Towson,15.0,2011
Loyola Chicago,15.0,2011
Yale,15.0,2011
East Tennessee St.,15.0,2011
Massachusetts,15.0,2011
Illinois St.,15.0,2011
Eastern Washington,14.0,2011
UNC Asheville,14.0,2011
Akron,14.0,2011
Rider,14.0,2011
Coppin St.,14.0,2011
Georgia St.,14.0,2011
Gardner Webb,14.0,2011
Hawaii,14.0,2011
Presbyterian,14.0,2011
UC Riverside,14.0,2011
Chattanooga,14.0,2011
Florida Gulf Coast,14.0,2011
Centenary,14.0,2011
Bucknell,14.0,2011
Siena,14.0,2011
Troy,14.0,2011
Colgate,14.0,2011
Florida Atlantic,14.0,2011
Southern Utah,14.0,2011
Delaware St.,14.0,2011
Northern Arizona,14.0,2011
Manhattan,14.0,2011
Bryant,14.0,2011
Jacksonville,14.0,2011
Cal St. Northridge,14.0,2011
Ohio,13.0,2011
North Dakota St.,13.0,2011
Southeastern Louisiana,13.0,2011
UC Irvine,13.0,2011
Boston University,13.0,2011
Cal St. Bakersfield,13.0,2011
Saint Francis,13.0,2011
North Carolina A&T,13.0,2011
Northern Illinois,13.0,2011
Bowling Green,13.0,2011
Furman,13.0,2011
Iona,13.0,2011
American,13.0,2011
Cal Poly,13.0,2011
Loyola MD,13.0,2011
Lafayette,13.0,2011
Prairie View A&M,13.0,2011
SMU,13.0,2011
Vermont,13.0,2011
UMBC,13.0,2011
Elon,13.0,2011
South Alabama,13.0,2011
Stetson,13.0,2011
Dartmouth,13.0,2011
Buffalo,13.0,2011
Wagner,13.0,2011
Austin Peay,13.0,2011
Western Illinois,13.0,2011
Radford,13.0,2011
UC Davis,13.0,2011
Texas Southern,13.0,2011
Arkansas Pine Bluff,13.0,2011
Tennessee Martin,13.0,2011
Niagara,13.0,2011
Nicholls St.,13.0,2011
SIU Edwardsville,13.0,2011
Kennesaw St.,13.0,2011
McNeese St.,13.0,2011
Arkansas St.,12.0,2011
South Dakota St.,12.0,2011
Cal St. Fullerton,12.0,2011
Montana,12.0,2011
Central Michigan,12.0,2011
Columbia,12.0,2011
Maine,12.0,2011
Ball St.,12.0,2011
Fairleigh Dickinson,12.0,2011
UT Arlington,12.0,2011
Sam Houston St.,12.0,2011
Seattle,12.0,2011
Winthrop,12.0,2011
Belmont,12.0,2011
Canisius,12.0,2011
Montana St.,12.0,2011
Central Arkansas,12.0,2011
Western Michigan,12.0,2011
Campbell,12.0,2011
Fairfield,11.0,2011
Eastern Michigan,11.0,2011
Hartford,11.0,2011
Tennessee St.,11.0,2011
Western Kentucky,11.0,2011
Charleston Southern,11.0,2011
Lehigh,11.0,2011
Brown,11.0,2011
Southeast Missouri St.,11.0,2011
Denver,11.0,2011
Murray St.,11.0,2011
Eastern Kentucky,11.0,2011
Stony Brook,11.0,2011
Bethune Cookman,11.0,2011
UTSA,11.0,2011
UT Rio Grande Valley,11.0,2011
New Hampshire,11.0,2011
Holy Cross,11.0,2011
Maryland Eastern Shore,11.0,2011
Tennessee Tech,11.0,2011
Louisiana Monroe,11.0,2011
VMI,11.0,2011
Samford,10.0,2011
Jacksonville St.,10.0,2011
Sacramento St.,10.0,2011
Navy,10.0,2011
Liberty,10.0,2011
High Point,10.0,2011
FIU,10.0,2011
Eastern Illinois,10.0,2011
Lamar,10.0,2011
North Carolina Central,10.0,2011
North Dakota,10.0,2011
Southern,10.0,2011
St. Francis NY,10.0,2011
Binghamton,10.0,2011
Middle Tennessee,10.0,2011
Florida A&M,10.0,2011
Little Rock,10.0,2011
Morgan St.,10.0,2011
Monmouth,10.0,2011
Jackson St.,10.0,2011
Norfolk St.,10.0,2011
Central Connecticut,10.0,2011
LIU,9.0,2011
Louisiana,9.0,2011
Northwestern St.,9.0,2011
Texas St.,9.0,2011
Alabama A&M,9.0,2011
Portland St.,9.0,2011
Stephen F. Austin,9.0,2011
Army,9.0,2011
Albany,9.0,2011
NJIT,9.0,2011
South Dakota,9.0,2011
Coastal Carolina,9.0,2011
North Texas,9.0,2011
Grambling St.,9.0,2011
Howard,9.0,2011
Alabama St.,9.0,2011
Sacred Heart,9.0,2011
South Carolina St.,8.0,2011
Utah Valley,8.0,2011
Hampton,7.0,2011
Houston Christian,7.0,2011
Quinnipiac,6.0,2011
