TEAM,ELITE SOS,YEAR
Michigan St.,40.0,2011
Michigan,38.0,2011
Connecticut,37.0,2011
Penn St.,37.0,2011
Illinois,36.0,2011
West Virginia,36.0,2011
Wisconsin,36.0,2011
Georgetown,35.0,2011
Marquette,35.0,2011
St. John's,35.0,2011
North Carolina,35.0,2011
Indiana,34.0,2011
Kentucky,34.0,2011
Purdue,33.0,2011
Seton Hall,33.0,2011
Iowa,33.0,2011
Minnesota,33.0,2011
Notre Dame,33.0,2011
Northwestern,32.0,2011
South Florida,32.0,2011
Ohio St.,32.0,2011
Kansas St.,31.0,2011
N.C. State,31.0,2011
Syracuse,31.0,2011
Louisville,30.0,2011
Tennessee,30.0,2011
DePaul,30.0,2011
Rutgers,30.0,2011
California,30.0,2011
Oklahoma,30.0,2011
Duke,30.0,2011
Maryland,29.0,2011
Villanova,29.0,2011
Pittsburgh,29.0,2011
Florida,29.0,2011
South Carolina,29.0,2011
Texas,29.0,2011
Florida St.,28.0,2011
Arizona,28.0,2011
Providence,28.0,2011
Utah,28.0,2011
USC,28.0,2011
Oklahoma St.,28.0,2011
Clemson,28.0,2011
Virginia,28.0,2011
Missouri,28.0,2011
Boston College,28.0,2011
UCLA,28.0,2011
Cincinnati,27.0,2011
Virginia Tech,27.0,2011
Washington,27.0,2011
Kansas,27.0,2011
Arizona St.,27.0,2011
Vanderbilt,27.0,2011
Georgia,27.0,2011
Georgia Tech,27.0,2011
Colorado,27.0,2011
Miami FL,27.0,2011
UNLV,27.0,2011
BYU,26.0,2011
Texas Tech,26.0,2011
Wake Forest,26.0,2011
Washington St.,26.0,2011
Texas A&M,26.0,2011
Iowa St.,26.0,2011
San Diego St.,26.0,2011
Colorado St.,25.0,2011
Nebraska,25.0,2011
Butler,25.0,2011
Oregon St.,25.0,2011
Oregon,25.0,2011
Air Force,25.0,2011
Stanford,25.0,2011
New Mexico,24.0,2011
Baylor,24.0,2011
VCU,23.0,2011
TCU,23.0,2011
Alabama,23.0,2011
Gonzaga,23.0,2011
Oakland,23.0,2011
Miami OH,23.0,2011
Xavier,23.0,2011
North Florida,22.0,2011
Temple,22.0,2011
Wyoming,22.0,2011
Mississippi,22.0,2011
Mississippi St.,22.0,2011
Saint Louis,22.0,2011
Saint Joseph's,21.0,2011
Arkansas,21.0,2011
LSU,21.0,2011
Indiana St.,21.0,2011
Green Bay,21.0,2011
Dayton,21.0,2011
San Francisco,21.0,2011
Richmond,20.0,2011
San Diego,20.0,2011
Auburn,20.0,2011
IU Indy,20.0,2011
Illinois Chicago,20.0,2011
Memphis,20.0,2011
Long Beach St.,20.0,2011
Milwaukee,20.0,2011
UAB,20.0,2011
Saint Mary's,20.0,2011
Evansville,19.0,2011
Rhode Island,19.0,2011
New Mexico St.,19.0,2011
Charlotte,19.0,2011
Savannah St.,19.0,2011
Pepperdine,19.0,2011
Rice,19.0,2011
Duquesne,19.0,2011
East Carolina,19.0,2011
Northern Iowa,19.0,2011
Bradley,19.0,2011
St. Bonaventure,19.0,2011
Marshall,19.0,2011
Wichita St.,19.0,2011
Old Dominion,18.0,2011
Valparaiso,18.0,2011
Southern Illinois,18.0,2011
George Mason,18.0,2011
Northeastern,18.0,2011
Southern Miss,18.0,2011
Longwood,18.0,2011
UNC Greensboro,18.0,2011
Portland,18.0,2011
Detroit Mercy,18.0,2011
Harvard,18.0,2011
William & Mary,18.0,2011
Santa Clara,18.0,2011
Cleveland St.,18.0,2011
Wright St.,18.0,2011
Tulsa,17.0,2011
Wofford,17.0,2011
James Madison,17.0,2011
Mississippi Valley St.,17.0,2011
Missouri St.,17.0,2011
