TEAM,ELITE SOS,YEAR
Florida,23.0,2009
Southern Miss,23.0,2009
Air Force,23.0,2009
Vanderbilt,23.0,2009
SMU,22.0,2009
Colorado St.,22.0,2009
Miami OH,22.0,2009
Massachusetts,22.0,2009
SIU Edwardsville,22.0,2009
New Mexico,22.0,2009
Cleveland St.,22.0,2009
South Carolina,22.0,2009
Auburn,22.0,2009
Rhode Island,22.0,2009
Rice,21.0,2009
UTEP,21.0,2009
Charlotte,21.0,2009
Duquesne,21.0,2009
Houston,21.0,2009
Dayton,21.0,2009
Pepperdine,21.0,2009
Marshall,21.0,2009
San Diego,21.0,2009
Southern Illinois,21.0,2009
Valparaiso,20.0,2009
San Francisco,20.0,2009
Oral Roberts,20.0,2009
Loyola Marymount,20.0,2009
Tulane,20.0,2009
Northern Iowa,20.0,2009
Detroit Mercy,20.0,2009
Indiana St.,20.0,2009
Saint Joseph's,20.0,2009
Centenary,20.0,2009
Santa Clara,20.0,2009
Saint Mary's,19.0,2009
Wichita St.,19.0,2009
Coppin St.,19.0,2009
Portland,19.0,2009
East Carolina,19.0,2009
Houston Christian,19.0,2009
Fairfield,19.0,2009
Idaho St.,19.0,2009
Fordham,19.0,2009
UCF,19.0,2009
New Mexico St.,19.0,2009
Butler,19.0,2009
Northeastern,19.0,2009
Purdue Fort Wayne,19.0,2009
Siena,19.0,2009
Evansville,18.0,2009
Delaware St.,18.0,2009
Cal St. Northridge,18.0,2009
North Carolina Central,18.0,2009
Chattanooga,18.0,2009
Milwaukee,18.0,2009
La Salle,18.0,2009
Savannah St.,18.0,2009
Stetson,18.0,2009
Oakland,18.0,2009
Missouri St.,18.0,2009
Saint Louis,18.0,2009
Idaho,17.0,2009
Richmond,17.0,2009
Arkansas Pine Bluff,17.0,2009
Bradley,17.0,2009
Illinois Chicago,17.0,2009
George Washington,17.0,2009
Lamar,17.0,2009
Texas A&M Corpus Chris,17.0,2009
Loyola MD,17.0,2009
Long Beach St.,17.0,2009
Wright St.,17.0,2009
Eastern Washington,17.0,2009
Kent St.,17.0,2009
Youngstown St.,17.0,2009
Mississippi Valley St.,17.0,2009
Nevada,16.0,2009
Western Kentucky,16.0,2009
Green Bay,16.0,2009
FIU,16.0,2009
Jackson St.,16.0,2009
Davidson,16.0,2009
Northern Arizona,16.0,2009
Illinois St.,16.0,2009
Drake,16.0,2009
UNC Wilmington,16.0,2009
Boise St.,16.0,2009
Canisius,16.0,2009
Mercer,16.0,2009
Loyola Chicago,16.0,2009
Texas Southern,16.0,2009
VCU,16.0,2009
Creighton,16.0,2009
Fresno St.,16.0,2009
Akron,16.0,2009
Ohio,16.0,2009
San Jose St.,16.0,2009
Drexel,16.0,2009
Florida Atlantic,16.0,2009
Hartford,16.0,2009
Presbyterian,16.0,2009
Southeastern Louisiana,16.0,2009
George Mason,15.0,2009
USC Upstate,15.0,2009
Bowling Green,15.0,2009
UNC Asheville,15.0,2009
Georgia St.,15.0,2009
UMKC,15.0,2009
Towson,15.0,2009
Buffalo,15.0,2009
Toledo,15.0,2009
UC Santa Barbara,15.0,2009
South Dakota St.,15.0,2009
Jacksonville,15.0,2009
Utah St.,15.0,2009
Weber St.,15.0,2009
St. Bonaventure,15.0,2009
Morehead St.,15.0,2009
Eastern Michigan,15.0,2009
Southern Utah,15.0,2009
Portland St.,15.0,2009
Marist,14.0,2009
Louisiana Tech,14.0,2009
Florida Gulf Coast,14.0,2009
Georgia Southern,14.0,2009
Louisiana,14.0,2009
IU Indy,14.0,2009
North Dakota St.,14.0,2009
Cal St. Bakersfield,14.0,2009
Gardner Webb,14.0,2009
Bryant,14.0,2009
Iona,14.0,2009
Cal St. Fullerton,14.0,2009
Pacific,14.0,2009
Radford,14.0,2009
Western Carolina,14.0,2009
Niagara,14.0,2009
Florida A&M,14.0,2009
Elon,13.0,2009
Morgan St.,13.0,2009
Stephen F. Austin,13.0,2009
Penn,13.0,2009
Albany,13.0,2009
Hofstra,13.0,2009
Cornell,13.0,2009
Montana,13.0,2009
Sam Houston St.,13.0,2009
North Florida,13.0,2009
UC Irvine,13.0,2009
Austin Peay,13.0,2009
American,13.0,2009
Northwestern St.,13.0,2009
Nicholls St.,13.0,2009
Montana St.,13.0,2009
Furman,13.0,2009
Belmont,13.0,2009
UT Arlington,13.0,2009
Old Dominion,13.0,2009
William & Mary,13.0,2009
UT Rio Grande Valley,13.0,2009
UMBC,13.0,2009
Western Illinois,13.0,2009
Winthrop,13.0,2009
North Texas,13.0,2009
Prairie View A&M,13.0,2009
McNeese St.,13.0,2009
Delaware,13.0,2009
Robert Morris,13.0,2009
Chicago St.,13.0,2009
Fairleigh Dickinson,12.0,2009
Troy,12.0,2009
Southeast Missouri St.,12.0,2009
James Madison,12.0,2009
Cal Poly,12.0,2009
Hawaii,12.0,2009
South Alabama,12.0,2009
Bucknell,12.0,2009
Jacksonville St.,12.0,2009
Maine,12.0,2009
Wofford,12.0,2009
The Citadel,12.0,2009
Tennessee St.,12.0,2009
Mount St. Mary's,12.0,2009
Sacramento St.,12.0,2009
Arkansas St.,12.0,2009
Longwood,12.0,2009
Rider,12.0,2009
Central Michigan,12.0,2009
Tennessee Martin,12.0,2009
Murray St.,12.0,2009
UTSA,12.0,2009
Louisiana Monroe,12.0,2009
Central Arkansas,12.0,2009
UNC Greensboro,12.0,2009
Texas St.,12.0,2009
Tennessee Tech,11.0,2009
Western Michigan,11.0,2009
Ball St.,11.0,2009
Vermont,11.0,2009
Little Rock,11.0,2009
Northern Colorado,11.0,2009
Brown,11.0,2009
Saint Peter's,11.0,2009
Middle Tennessee,11.0,2009
UC Riverside,11.0,2009
East Tennessee St.,11.0,2009
Appalachian St.,11.0,2009
Winston Salem St.,11.0,2009
Central Connecticut,11.0,2009
Manhattan,11.0,2009
Grambling St.,11.0,2009
Charleston,11.0,2009
Yale,11.0,2009
UC Davis,10.0,2009
Colgate,10.0,2009
North Carolina A&T,10.0,2009
Alabama St.,10.0,2009
Alcorn St.,10.0,2009
High Point,10.0,2009
Boston University,10.0,2009
Monmouth,10.0,2009
Samford,10.0,2009
Charleston Southern,10.0,2009
New Hampshire,10.0,2009
Saint Francis,10.0,2009
Binghamton,10.0,2009
New Orleans,10.0,2009
Eastern Kentucky,10.0,2009
St. Francis NY,9.0,2009
Dartmouth,9.0,2009
Sacred Heart,9.0,2009
Howard,9.0,2009
Liberty,9.0,2009
Denver,9.0,2009
Alabama A&M,9.0,2009
Coastal Carolina,9.0,2009
Eastern Illinois,9.0,2009
Stony Brook,9.0,2009
Holy Cross,9.0,2009
Navy,9.0,2009
Lafayette,9.0,2009
Campbell,8.0,2009
Lipscomb,8.0,2009
Harvard,8.0,2009
Hampton,8.0,2009
Maryland Eastern Shore,8.0,2009
Bethune Cookman,8.0,2009
Northern Illinois,8.0,2009
Kennesaw St.,8.0,2009
Columbia,8.0,2009
NJIT,8.0,2009
VMI,8.0,2009
Southern,7.0,2009
Norfolk St.,7.0,2009
South Carolina St.,7.0,2009
Army,7.0,2009
Wagner,7.0,2009
Utah Valley,7.0,2009
LIU,6.0,2009
Princeton,6.0,2009
Quinnipiac,6.0,2009
Lehigh,6.0,2009
