TEAM,ELITE SOS,YEAR
Oklahoma,34.7,2003
Oklahoma St.,34.8,2003
Old Dominion,18.7,2003
Oral Roberts,11.9,2003
Oregon,29.3,2003
Oregon St.,29.8,2003
Pacific,20.3,2003
Penn,19.6,2003
Penn St.,33.6,2003
Pepperdine,23.7,2003
Pittsburgh,32.0,2003
Portland,23.8,2003
Portland St.,22.5,2003
Prairie View A&M,8.7,2003
Princeton,19.0,2003
Providence,33.1,2003
Purdue,35.5,2003
Quinnipiac,9.1,2003
Radford,9.6,2003
Rhode Island,26.5,2003
Rice,21.9,2003
Richmond,27.2,2003
Rider,16.0,2003
Robert Morris,8.3,2003
Rutgers,33.8,2003
SMU,23.9,2003
Sacramento St.,19.8,2003
Sacred Heart,11.0,2003
Saint Joseph's,28.4,2003
Saint Louis,32.0,2003
Saint Mary's,22.4,2003
Saint Peter's,16.7,2003
Sam Houston St.,11.2,2003
Samford,18.4,2003
San Diego,26.6,2003
San Diego St.,27.0,2003
San Francisco,24.9,2003
San Jose St.,22.2,2003
Santa Clara,20.7,2003
Savannah St.,11.8,2003
Seton Hall,35.1,2003
Siena,17.9,2003
South Alabama,25.4,2003
South Carolina,35.8,2003
South Carolina St.,4.3,2003
South Florida,27.9,2003
Southeast Missouri St.,19.3,2003
Southeastern Louisiana,15.0,2003
Southern,1.7,2003
Southern Illinois,24.6,2003
Southern Miss,27.0,2003
Southern Utah,16.3,2003
Southwest Missouri St.,21.8,2003
Southwest Texas St.,11.0,2003
St. Bonaventure,29.7,2003
St. Francis NY,9.3,2003
St. Francis PA,8.0,2003
St. John's,31.5,2003
Stanford,32.2,2003
Stephen F. Austin,9.7,2003
Stetson,14.2,2003
Stony Brook,11.9,2003
Syracuse,36.6,2003
TCU,28.7,2003
Temple,33.4,2003
Tennessee,34.0,2003
Tennessee Martin,20.4,2003
Tennessee St.,17.6,2003
Tennessee Tech,18.9,2003
Texas,36.6,2003
Texas A&M,32.8,2003
Texas A&M Corpus Chris,14.9,2003
Texas Pan American,13.2,2003
Texas Southern,3.3,2003
Texas Tech,34.6,2003
The Citadel,16.8,2003
Toledo,25.6,2003
Towson,16.9,2003
Troy St.,14.4,2003
Tulane,26.2,2003
Tulsa,23.3,2003
UAB,27.4,2003
UC Irvine,18.9,2003
UC Riverside,22.9,2003
UC Santa Barbara,20.5,2003
UCF,13.7,2003
UCLA,34.9,2003
UMBC,9.3,2003
UMKC,17.7,2003
UNC Asheville,12.6,2003
UNC Greensboro,17.5,2003
UNC Wilmington,18.3,2003
UNLV,26.3,2003
USC,32.4,2003
UT Arlington,13.7,2003
UTEP,20.9,2003
UTSA,15.9,2003
Utah,29.3,2003
Utah St.,19.0,2003
VCU,15.7,2003
VMI,16.7,2003
Valparaiso,19.7,2003
Vanderbilt,37.5,2003
Vermont,14.5,2003
Villanova,35.4,2003
Virginia,36.3,2003
Virginia Tech,30.8,2003
Wagner,11.2,2003
Wake Forest,33.0,2003
Washington,31.0,2003
Washington St.,30.7,2003
Weber St.,19.4,2003
West Virginia,32.9,2003
Western Carolina,17.3,2003
Western Illinois,18.9,2003
Western Kentucky,23.4,2003
Western Michigan,23.5,2003
Wichita St.,21.9,2003
William & Mary,13.4,2003
Winthrop,5.8,2003
Wisconsin,31.1,2003
Wofford,21.4,2003
Wright St.,23.5,2003
Wyoming,26.2,2003
Xavier,28.7,2003
Yale,20.4,2003
Youngstown St.,23.1,2003
