TEAM,ELITE SOS,YEAR
Air Force,24.7,2003
Akron,19.3,2003
Alabama,35.5,2003
Alabama A&M,2.7,2003
Alabama St.,7.0,2003
Albany,13.1,2003
Alcorn St.,10.1,2003
American,13.7,2003
Appalachian St.,16.8,2003
Arizona,34.3,2003
Arizona St.,34.3,2003
Arkansas,36.5,2003
Arkansas Little Rock,21.1,2003
Arkansas Pine Bluff,15.5,2003
Arkansas St.,21.1,2003
Army,12.9,2003
Auburn,33.6,2003
Austin Peay,20.4,2003
BYU,29.7,2003
Ball St.,25.3,2003
Baylor,29.3,2003
Belmont,17.3,2003
Bethune Cookman,3.3,2003
Binghamton,14.4,2003
Birmingham Southern,4.5,2003
Boise St.,20.6,2003
Boston College,34.0,2003
Boston University,16.5,2003
Bowling Green,26.5,2003
Bradley,23.4,2003
Brown,18.4,2003
Bucknell,14.2,2003
Buffalo,21.3,2003
Butler,27.7,2003
Cal Poly,19.5,2003
Cal St. Fullerton,18.4,2003
Cal St. Northridge,18.5,2003
California,31.9,2003
Campbell,11.5,2003
Canisius,18.2,2003
Centenary,16.2,2003
Central Connecticut,8.0,2003
Central Michigan,24.8,2003
Charleston Southern,8.1,2003
Charlotte,32.7,2003
Chattanooga,16.5,2003
Chicago St.,18.7,2003
Cincinnati,32.3,2003
Clemson,29.0,2003
Cleveland St.,24.9,2003
Coastal Carolina,8.6,2003
Colgate,11.7,2003
College of Charleston,17.8,2003
Colorado,34.7,2003
Colorado St.,28.1,2003
Columbia,16.1,2003
Connecticut,34.3,2003
Coppin St.,10.2,2003
Cornell,16.4,2003
Creighton,21.6,2003
Dartmouth,14.3,2003
Davidson,18.6,2003
Dayton,28.8,2003
DePaul,31.1,2003
Delaware,20.4,2003
Delaware St.,5.3,2003
Denver,21.0,2003
Detroit,23.5,2003
Drake,24.2,2003
Drexel,22.1,2003
Duke,34.5,2003
Duquesne,26.1,2003
East Carolina,29.8,2003
East Tennessee St.,19.3,2003
Eastern Illinois,20.7,2003
Eastern Kentucky,16.7,2003
Eastern Michigan,20.4,2003
Eastern Washington,22.2,2003
Elon,10.3,2003
Evansville,26.6,2003
FIU,23.1,2003
Fairfield,19.9,2003
Fairleigh Dickinson,5.8,2003
Florida,33.7,2003
Florida A&M,1.9,2003
Florida Atlantic,18.0,2003
Florida St.,32.4,2003
Fordham,28.5,2003
Fresno St.,20.7,2003
Furman,17.3,2003
Gardner Webb,18.9,2003
George Mason,20.1,2003
George Washington,29.1,2003
Georgetown,33.2,2003
Georgia,40.0,2003
Georgia Southern,15.2,2003
Georgia St.,12.8,2003
Georgia Tech,35.0,2003
Gonzaga,27.4,2003
Grambling St.,11.0,2003
Green Bay,24.2,2003
Hampton,2.0,2003
Hartford,12.7,2003
Harvard,17.5,2003
Hawaii,23.7,2003
High Point,8.3,2003
Hofstra,19.0,2003
Holy Cross,13.9,2003
Houston,29.0,2003
Howard,4.3,2003
IPFW,20.1,2003
IUPUI,18.7,2003
Idaho,17.7,2003
Idaho St.,18.9,2003
Illinois,32.3,2003
Illinois Chicago,23.3,2003
Illinois St.,25.2,2003
Indiana,36.8,2003
Indiana St.,25.4,2003
Iona,15.6,2003
Iowa,30.0,2003
Iowa St.,30.7,2003
Jackson St.,10.8,2003
Jacksonville,13.5,2003
Jacksonville St.,10.8,2003
James Madison,18.1,2003
Kansas,38.8,2003
Kansas St.,31.8,2003
Kent St.,22.6,2003
Kentucky,37.8,2003
LIU Brooklyn,11.7,2003
LSU,30.8,2003
La Salle,27.5,2003
Lafayette,14.5,2003
Lamar,10.9,2003
Lehigh,11.2,2003
Liberty,5.1,2003
Lipscomb,8.7,2003
Long Beach St.,21.1,2003
Louisiana Lafayette,25.8,2003
Louisiana Monroe,13.9,2003
Louisiana Tech,26.2,2003
Louisville,31.6,2003
Loyola Chicago,25.8,2003
Loyola MD,14.8,2003
Loyola Marymount,22.2,2003
Maine,14.1,2003
Manhattan,19.4,2003
Marist,19.0,2003
Marquette,33.2,2003
Marshall,21.0,2003
Maryland,33.6,2003
Maryland Eastern Shore,3.5,2003
Massachusetts,27.2,2003
McNeese St.,15.1,2003
Memphis,28.7,2003
Mercer,8.9,2003
Miami FL,31.7,2003
Miami OH,26.3,2003
Michigan,32.3,2003
Michigan St.,36.3,2003
Middle Tennessee St.,24.5,2003
Milwaukee,24.8,2003
Minnesota,31.9,2003
Mississippi,32.1,2003
Mississippi St.,34.5,2003
Mississippi Valley St.,6.8,2003
Missouri,37.8,2003
Monmouth,10.6,2003
Montana,20.2,2003
Montana St.,18.9,2003
Morehead St.,16.6,2003
Morgan St.,0.8,2003
Morris Brown,8.6,2003
Mount St. Mary's,9.0,2003
Murray St.,19.2,2003
N.C. State,34.0,2003
Navy,14.6,2003
Nebraska,34.7,2003
Nevada,25.1,2003
New Hampshire,14.5,2003
New Mexico,27.1,2003
New Mexico St.,20.5,2003
New Orleans,21.8,2003
Niagara,19.2,2003
Nicholls St.,16.3,2003
Norfolk St.,0.0,2003
North Carolina,37.9,2003
North Carolina A&T,7.7,2003
North Texas,29.2,2003
Northeastern,14.9,2003
Northern Arizona,16.5,2003
Northern Illinois,23.7,2003
Northern Iowa,24.1,2003
Northwestern,29.0,2003
Northwestern St.,13.2,2003
Notre Dame,37.6,2003
Oakland,12.2,2003
Ohio,26.5,2003
Ohio St.,35.6,2003
