TEAM,ELITE SOS,YEAR
Michigan,36.0,2014
Kansas,35.0,2014
Wisconsin,35.0,2014
Kentucky,34.0,2014
Northwestern,34.0,2014
Michigan St.,33.0,2014
Texas Tech,33.0,2014
Baylor,32.0,2014
Boston College,32.0,2014
Florida St.,32.0,2014
Iowa St.,32.0,2014
Illinois,32.0,2014
TCU,32.0,2014
Nebraska,32.0,2014
Iowa,31.0,2014
Purdue,31.0,2014
Connecticut,31.0,2014
North Carolina,31.0,2014
Maryland,31.0,2014
Texas,31.0,2014
Virginia,31.0,2014
Florida,31.0,2014
Duke,31.0,2014
West Virginia,31.0,2014
Stanford,30.0,2014
Wake Forest,30.0,2014
Minnesota,30.0,2014
Arizona,30.0,2014
N.C. State,30.0,2014
Alabama,30.0,2014
Indiana,30.0,2014
Memphis,30.0,2014
Oklahoma St.,29.0,2014
Colorado,29.0,2014
Xavier,29.0,2014
Tennessee,29.0,2014
Oklahoma,29.0,2014
Marquette,29.0,2014
Georgetown,29.0,2014
Penn St.,29.0,2014
Kansas St.,29.0,2014
DePaul,29.0,2014
Ohio St.,29.0,2014
Syracuse,29.0,2014
South Carolina,29.0,2014
Pittsburgh,28.0,2014
Notre Dame,28.0,2014
California,28.0,2014
Virginia Tech,28.0,2014
USC,28.0,2014
Providence,28.0,2014
Washington St.,28.0,2014
Arizona St.,28.0,2014
Villanova,28.0,2014
LSU,27.0,2014
UCLA,27.0,2014
Oregon,27.0,2014
Georgia Tech,27.0,2014
Creighton,27.0,2014
Clemson,27.0,2014
Temple,27.0,2014
Butler,27.0,2014
Miami FL,26.0,2014
Utah,26.0,2014
UCF,26.0,2014
Houston,26.0,2014
Missouri,26.0,2014
Rutgers,25.0,2014
Cincinnati,25.0,2014
Auburn,25.0,2014
Washington,25.0,2014
Vanderbilt,25.0,2014
Oregon St.,25.0,2014
St. John's,25.0,2014
Massachusetts,25.0,2014
Dayton,25.0,2014
Seton Hall,25.0,2014
Rhode Island,25.0,2014
BYU,25.0,2014
Georgia,25.0,2014
George Washington,25.0,2014
Fordham,24.0,2014
Arkansas,24.0,2014
San Diego St.,24.0,2014
La Salle,24.0,2014
Saint Louis,24.0,2014
Mississippi,24.0,2014
VCU,24.0,2014
SMU,23.0,2014
Saint Joseph's,23.0,2014
South Florida,23.0,2014
George Mason,23.0,2014
Richmond,23.0,2014
Louisville,23.0,2014
Gonzaga,22.0,2014
Texas A&M,22.0,2014
Fresno St.,22.0,2014
New Mexico,22.0,2014
Boise St.,22.0,2014
Long Beach St.,21.0,2014
St. Bonaventure,21.0,2014
Oakland,21.0,2014
Loyola Marymount,21.0,2014
Duquesne,21.0,2014
Mississippi St.,21.0,2014
Northern Iowa,20.0,2014
Cal Poly,20.0,2014
San Francisco,20.0,2014
Saint Mary's,20.0,2014
Nevada,20.0,2014
San Jose St.,20.0,2014
Cornell,20.0,2014
Missouri St.,20.0,2014
Indiana St.,19.0,2014
Santa Clara,19.0,2014
Pacific,19.0,2014
Wyoming,19.0,2014
UNLV,19.0,2014
Utah St.,19.0,2014
Colorado St.,19.0,2014
Pepperdine,19.0,2014
Tulsa,19.0,2014
Evansville,18.0,2014
San Diego,18.0,2014
Portland,18.0,2014
McNeese St.,18.0,2014
Louisiana Monroe,18.0,2014
Yale,18.0,2014
Little Rock,18.0,2014
Southern Miss,18.0,2014
Louisiana,17.0,2014
Air Force,17.0,2014
Illinois St.,17.0,2014
Penn,17.0,2014
North Florida,17.0,2014
Drexel,17.0,2014
Drake,17.0,2014
Oral Roberts,17.0,2014
Eastern Michigan,17.0,2014
Wichita St.,17.0,2014
Davidson,17.0,2014
Iona,17.0,2014
North Dakota St.,16.0,2014
Harvard,16.0,2014
Delaware,16.0,2014
Abilene Christian,16.0,2014
Southern Illinois,16.0,2014
Ball St.,16.0,2014
Savannah St.,16.0,2014
Denver,16.0,2014
Middle Tennessee,16.0,2014
Northwestern St.,16.0,2014
