TEAM,ELITE SOS,YEAR
Tennessee St.,16.0,2014
UNC Wilmington,16.0,2014
South Alabama,16.0,2014
Rice,16.0,2014
UT Arlington,16.0,2014
Bowling Green,16.0,2014
UTEP,16.0,2014
Belmont,16.0,2014
Fairfield,16.0,2014
Louisiana Tech,16.0,2014
Bradley,16.0,2014
Detroit Mercy,15.0,2014
Old Dominion,15.0,2014
Florida Atlantic,15.0,2014
Charlotte,15.0,2014
Youngstown St.,15.0,2014
Southern,15.0,2014
Green Bay,15.0,2014
Arkansas Pine Bluff,15.0,2014
UMKC,15.0,2014
FIU,15.0,2014
Texas St.,15.0,2014
American,15.0,2014
UC Irvine,15.0,2014
Robert Morris,15.0,2014
Morehead St.,15.0,2014
Milwaukee,15.0,2014
Nebraska Omaha,15.0,2014
UTSA,15.0,2014
Northeastern,15.0,2014
Cleveland St.,15.0,2014
South Dakota,15.0,2014
Miami OH,15.0,2014
Boston University,15.0,2014
Western Kentucky,15.0,2014
New Mexico St.,15.0,2014
South Dakota St.,15.0,2014
Chicago St.,15.0,2014
Wofford,15.0,2014
UC Santa Barbara,14.0,2014
Loyola MD,14.0,2014
North Texas,14.0,2014
Manhattan,14.0,2014
Towson,14.0,2014
UMass Lowell,14.0,2014
Illinois Chicago,14.0,2014
Akron,14.0,2014
Dartmouth,14.0,2014
UAB,14.0,2014
Marist,14.0,2014
Siena,14.0,2014
Marshall,14.0,2014
Mercer,14.0,2014
Fairleigh Dickinson,14.0,2014
Hofstra,14.0,2014
Mount St. Mary's,14.0,2014
Vermont,14.0,2014
Eastern Kentucky,14.0,2014
Columbia,14.0,2014
Coppin St.,14.0,2014
New Orleans,14.0,2014
High Point,14.0,2014
Charleston,14.0,2014
East Carolina,14.0,2014
Rider,14.0,2014
Holy Cross,14.0,2014
Loyola Chicago,14.0,2014
Lafayette,14.0,2014
IU Indy,14.0,2014
James Madison,14.0,2014
Canisius,14.0,2014
Western Michigan,13.0,2014
Northern Illinois,13.0,2014
Charleston Southern,13.0,2014
Princeton,13.0,2014
Lehigh,13.0,2014
Western Illinois,13.0,2014
Delaware St.,13.0,2014
Grand Canyon,13.0,2014
Toledo,13.0,2014
Valparaiso,13.0,2014
Bucknell,13.0,2014
Colgate,13.0,2014
Morgan St.,13.0,2014
Maine,13.0,2014
Bryant,13.0,2014
Brown,13.0,2014
Howard,13.0,2014
Troy,13.0,2014
Georgia St.,13.0,2014
Ohio,13.0,2014
Utah Valley,13.0,2014
Tennessee Martin,13.0,2014
Quinnipiac,13.0,2014
Monmouth,13.0,2014
Niagara,12.0,2014
Prairie View A&M,12.0,2014
Albany,12.0,2014
UC Davis,12.0,2014
Tulane,12.0,2014
Cal St. Fullerton,12.0,2014
South Carolina St.,12.0,2014
USC Upstate,12.0,2014
UNC Asheville,12.0,2014
William & Mary,12.0,2014
Eastern Washington,12.0,2014
Arkansas St.,12.0,2014
Jacksonville,12.0,2014
Houston Christian,12.0,2014
Saint Peter's,12.0,2014
Elon,12.0,2014
Weber St.,12.0,2014
Wright St.,12.0,2014
Southern Utah,12.0,2014
Kent St.,12.0,2014
Kennesaw St.,12.0,2014
Navy,12.0,2014
Lipscomb,12.0,2014
Appalachian St.,12.0,2014
Purdue Fort Wayne,12.0,2014
UC Riverside,12.0,2014
Jacksonville St.,12.0,2014
Longwood,12.0,2014
North Dakota,12.0,2014
Murray St.,11.0,2014
Gardner Webb,11.0,2014
North Carolina Central,11.0,2014
St. Francis NY,11.0,2014
The Citadel,11.0,2014
Binghamton,11.0,2014
Tennessee Tech,11.0,2014
Mississippi Valley St.,11.0,2014
Northern Kentucky,11.0,2014
Idaho St.,11.0,2014
UMBC,11.0,2014
Army,11.0,2014
Central Michigan,11.0,2014
Coastal Carolina,11.0,2014
Nicholls St.,11.0,2014
Buffalo,11.0,2014
Central Arkansas,11.0,2014
UNC Greensboro,11.0,2014
Texas A&M Corpus Chris,11.0,2014
Northern Arizona,11.0,2014
Cal St. Northridge,11.0,2014
North Carolina A&T,11.0,2014
Hartford,11.0,2014
Norfolk St.,10.0,2014
Western Carolina,10.0,2014
Winthrop,10.0,2014
Florida Gulf Coast,10.0,2014
Idaho,10.0,2014
LIU,10.0,2014
Saint Francis,10.0,2014
New Hampshire,10.0,2014
Seattle,10.0,2014
Lamar,10.0,2014
Maryland Eastern Shore,10.0,2014
Stetson,10.0,2014
Stony Brook,10.0,2014
Stephen F. Austin,10.0,2014
Samford,10.0,2014
UT Rio Grande Valley,10.0,2014
Alcorn St.,10.0,2014
Jackson St.,10.0,2014
VMI,10.0,2014
SIU Edwardsville,10.0,2014
Southeast Missouri St.,10.0,2014
Central Connecticut,10.0,2014
Liberty,10.0,2014
Eastern Illinois,10.0,2014
Hawaii,10.0,2014
Chattanooga,10.0,2014
Campbell,10.0,2014
Austin Peay,9.0,2014
Wagner,9.0,2014
Sam Houston St.,9.0,2014
Southeastern Louisiana,9.0,2014
Georgia Southern,9.0,2014
Montana,9.0,2014
Furman,9.0,2014
Hampton,9.0,2014
Bethune Cookman,9.0,2014
Sacred Heart,9.0,2014
Cal St. Bakersfield,9.0,2014
Radford,9.0,2014
Florida A&M,9.0,2014
Sacramento St.,9.0,2014
Northern Colorado,9.0,2014
NJIT,9.0,2014
Presbyterian,9.0,2014
Texas Southern,9.0,2014
Grambling St.,9.0,2014
Alabama A&M,8.0,2014
Portland St.,8.0,2014
Montana St.,8.0,2014
East Tennessee St.,8.0,2014
Incarnate Word,6.0,2014
Alabama St.,6.0,2014
