TEAM,ELITE SOS,YEAR
Southeast Missouri St.,10.0,2018
Charleston Southern,10.0,2018
Milwaukee,10.0,2018
South Carolina St.,10.0,2018
Manhattan,10.0,2018
Sam Houston St.,10.0,2018
Loyola MD,10.0,2018
Niagara,10.0,2018
Texas St.,10.0,2018
Hawaii,10.0,2018
Coastal Carolina,10.0,2018
Towson,10.0,2018
Hampton,10.0,2018
Stephen F. Austin,10.0,2018
Winthrop,10.0,2018
Longwood,10.0,2018
Boston University,10.0,2018
Colgate,10.0,2018
Idaho,10.0,2018
Howard,9.0,2018
Wagner,9.0,2018
Texas A&M Corpus Chris,9.0,2018
Arkansas Pine Bluff,9.0,2018
Lafayette,9.0,2018
Quinnipiac,9.0,2018
Sacred Heart,9.0,2018
Canisius,9.0,2018
Binghamton,9.0,2018
Central Connecticut,9.0,2018
Grambling St.,9.0,2018
Norfolk St.,9.0,2018
Hartford,9.0,2018
Abilene Christian,9.0,2018
Mount St. Mary's,9.0,2018
Jackson St.,8.0,2018
Holy Cross,8.0,2018
UMass Lowell,8.0,2018
Delaware St.,8.0,2018
High Point,8.0,2018
Navy,8.0,2018
Albany,8.0,2018
Stetson,8.0,2018
North Carolina A&T,8.0,2018
Liberty,8.0,2018
Campbell,8.0,2018
Army,8.0,2018
St. Francis NY,7.0,2018
Morgan St.,7.0,2018
Lamar,7.0,2018
North Carolina Central,6.0,2018
LIU,5.0,2018
Bethune Cookman,5.0,2018
