TEAM,ELITE SOS,YEAR
Pacific,17.8,2007
Penn,16.0,2007
Penn St.,28.6,2007
Pepperdine,21.7,2007
Pittsburgh,34.5,2007
Portland,20.8,2007
Portland St.,11.7,2007
Prairie View A&M,5.3,2007
Princeton,11.6,2007
Providence,28.2,2007
Purdue,34.2,2007
Quinnipiac,7.5,2007
Radford,13.9,2007
Rhode Island,23.2,2007
Rice,22.1,2007
Richmond,19.0,2007
Rider,10.7,2007
Robert Morris,5.5,2007
Rutgers,29.8,2007
SMU,20.4,2007
Sacramento St.,16.3,2007
Sacred Heart,9.5,2007
Saint Joseph's,23.8,2007
Saint Louis,25.4,2007
Saint Mary's,22.5,2007
Saint Peter's,8.3,2007
Sam Houston St.,13.1,2007
Samford,13.2,2007
San Diego,19.5,2007
San Diego St.,27.5,2007
San Francisco,23.1,2007
San Jose St.,27.3,2007
Santa Clara,22.3,2007
Savannah St.,12.5,2007
Seton Hall,28.1,2007
Siena,9.6,2007
South Alabama,13.9,2007
South Carolina,34.3,2007
South Carolina St.,2.8,2007
South Dakota St.,12.3,2007
South Florida,25.9,2007
Southeast Missouri St.,10.3,2007
Southeastern Louisiana,12.9,2007
Southern,4.8,2007
Southern Illinois,35.4,2007
Southern Miss,18.6,2007
Southern Utah,15.6,2007
St. Bonaventure,16.9,2007
St. Francis NY,11.8,2007
St. Francis PA,7.7,2007
St. John's,26.9,2007
Stanford,34.4,2007
Stephen F. Austin,11.1,2007
Stetson,11.3,2007
Stony Brook,11.0,2007
Syracuse,28.8,2007
TCU,23.4,2007
Temple,23.1,2007
Tennessee,36.0,2007
Tennessee Martin,9.4,2007
Tennessee St.,11.6,2007
Tennessee Tech,11.4,2007
Texas,31.5,2007
Texas A&M,28.2,2007
Texas A&M Corpus Chris,12.4,2007
Texas Pan American,10.9,2007
Texas Southern,3.0,2007
Texas St.,11.5,2007
Texas Tech,31.8,2007
The Citadel,21.5,2007
Toledo,25.2,2007
Towson,19.2,2007
Troy,13.9,2007
Tulane,19.8,2007
Tulsa,17.6,2007
UAB,24.9,2007
UC Davis,15.8,2007
UC Irvine,17.0,2007
UC Riverside,15.1,2007
UC Santa Barbara,13.7,2007
UCF,14.3,2007
UCLA,36.8,2007
UMBC,13.9,2007
UMKC,18.2,2007
UNC Asheville,17.5,2007
UNC Greensboro,14.8,2007
UNC Wilmington,23.4,2007
UNLV,28.5,2007
USC,32.5,2007
UT Arlington,12.4,2007
UTEP,18.1,2007
UTSA,14.7,2007
Utah,28.6,2007
Utah St.,24.2,2007
Utah Valley St.,7.9,2007
VCU,20.4,2007
VMI,8.8,2007
Valparaiso,20.5,2007
Vanderbilt,34.2,2007
Vermont,12.0,2007
Villanova,36.7,2007
Virginia,32.5,2007
Virginia Tech,34.9,2007
Wagner,7.8,2007
Wake Forest,35.9,2007
Washington,30.5,2007
Washington St.,30.3,2007
Weber St.,14.9,2007
West Virginia,28.1,2007
Western Carolina,21.5,2007
Western Illinois,13.2,2007
Western Kentucky,14.4,2007
Western Michigan,24.6,2007
Wichita St.,32.7,2007
William & Mary,14.5,2007
Winston Salem St.,24.6,2007
Winthrop,16.0,2007
Wisconsin,31.8,2007
Wofford,19.7,2007
Wright St.,20.5,2007
Wyoming,26.3,2007
Xavier,24.4,2007
Yale,14.4,2007
Youngstown St.,24.0,2007
