TEAM,ELITE SOS,YEAR
Michigan St.,38.0,2013
Wisconsin,37.0,2013
Michigan,37.0,2013
Illinois,37.0,2013
Minnesota,36.0,2013
Ohio St.,35.0,2013
Nebraska,35.0,2013
Penn St.,35.0,2013
Syracuse,34.0,2013
Louisville,34.0,2013
Marquette,33.0,2013
Indiana,33.0,2013
Northwestern,33.0,2013
Villanova,33.0,2013
Duke,32.0,2013
Georgetown,31.0,2013
Purdue,31.0,2013
South Florida,31.0,2013
North Carolina,30.0,2013
Butler,30.0,2013
Cincinnati,30.0,2013
Iowa,30.0,2013
St. John's,30.0,2013
Notre Dame,30.0,2013
Kansas St.,30.0,2013
West Virginia,29.0,2013
USC,29.0,2013
California,29.0,2013
Colorado,29.0,2013
Rutgers,29.0,2013
Seton Hall,29.0,2013
Connecticut,29.0,2013
Kansas,29.0,2013
Iowa St.,29.0,2013
Texas,28.0,2013
Oklahoma,28.0,2013
Miami FL,28.0,2013
DePaul,28.0,2013
Virginia Tech,28.0,2013
Baylor,28.0,2013
Pittsburgh,28.0,2013
Washington,28.0,2013
Providence,28.0,2013
Stanford,28.0,2013
UCLA,27.0,2013
Arizona,27.0,2013
N.C. State,27.0,2013
Air Force,27.0,2013
Wichita St.,27.0,2013
Utah,27.0,2013
Fordham,27.0,2013
Oklahoma St.,27.0,2013
Fresno St.,27.0,2013
Temple,27.0,2013
Florida St.,27.0,2013
Missouri,27.0,2013
Boston College,27.0,2013
Indiana St.,26.0,2013
Texas Tech,26.0,2013
Oregon,26.0,2013
Boise St.,26.0,2013
San Diego St.,26.0,2013
Florida,26.0,2013
Kentucky,26.0,2013
Colorado St.,26.0,2013
New Mexico,26.0,2013
Arkansas,26.0,2013
Georgia,25.0,2013
Washington St.,25.0,2013
La Salle,25.0,2013
Tennessee,25.0,2013
Clemson,25.0,2013
Georgia Tech,25.0,2013
Wake Forest,25.0,2013
Oregon St.,25.0,2013
Mississippi St.,25.0,2013
Maryland,25.0,2013
Creighton,24.0,2013
Alabama,24.0,2013
Rhode Island,24.0,2013
UNLV,24.0,2013
Vanderbilt,24.0,2013
VCU,24.0,2013
Nevada,24.0,2013
TCU,24.0,2013
Richmond,24.0,2013
Northern Iowa,24.0,2013
Missouri St.,24.0,2013
Arizona St.,24.0,2013
George Washington,24.0,2013
Portland,24.0,2013
Drake,24.0,2013
Duquesne,24.0,2013
Saint Joseph's,23.0,2013
LSU,23.0,2013
Xavier,23.0,2013
St. Bonaventure,23.0,2013
Gonzaga,23.0,2013
Massachusetts,23.0,2013
Mississippi,23.0,2013
Charlotte,23.0,2013
Wyoming,23.0,2013
Dayton,22.0,2013
Loyola Marymount,22.0,2013
Illinois St.,22.0,2013
Saint Louis,22.0,2013
Auburn,22.0,2013
San Diego,22.0,2013
Evansville,22.0,2013
Texas A&M,22.0,2013
Detroit Mercy,22.0,2013
BYU,22.0,2013
Virginia,22.0,2013
Southern Illinois,22.0,2013
Saint Mary's,21.0,2013
San Francisco,21.0,2013
UAB,21.0,2013
Santa Clara,21.0,2013
Memphis,20.0,2013
Long Beach St.,20.0,2013
Pepperdine,20.0,2013
Harvard,20.0,2013
Bradley,19.0,2013
UTEP,19.0,2013
Oakland,19.0,2013
Southern Miss,19.0,2013
Miami OH,19.0,2013
UCF,18.0,2013
South Carolina,18.0,2013
Delaware,18.0,2013
Florida Gulf Coast,18.0,2013
Marshall,18.0,2013
Cleveland St.,18.0,2013
Tennessee St.,17.0,2013
Tulsa,17.0,2013
Yale,17.0,2013
North Florida,17.0,2013
Pacific,17.0,2013
American,17.0,2013
Southeastern Louisiana,17.0,2013
Canisius,17.0,2013
UC Santa Barbara,17.0,2013
Belmont,17.0,2013
Colgate,17.0,2013
East Carolina,16.0,2013
Iona,16.0,2013
Western Kentucky,16.0,2013
Green Bay,16.0,2013
Cal St. Bakersfield,16.0,2013
Manhattan,16.0,2013
Denver,16.0,2013
New Mexico St.,16.0,2013
Penn,16.0,2013
South Dakota,16.0,2013
Texas Southern,16.0,2013
Akron,16.0,2013
Lamar,16.0,2013
UMKC,16.0,2013
Idaho,16.0,2013
Milwaukee,16.0,2013
Savannah St.,16.0,2013
Eastern Michigan,16.0,2013
Cornell,16.0,2013
South Dakota St.,16.0,2013
Valparaiso,15.0,2013
Ohio,15.0,2013
East Tennessee St.,15.0,2013
Northwestern St.,15.0,2013
Mount St. Mary's,15.0,2013
Central Michigan,15.0,2013
Northern Arizona,15.0,2013
Alcorn St.,15.0,2013
Lafayette,15.0,2013
IU Indy,15.0,2013
Cal Poly,15.0,2013
Oral Roberts,15.0,2013
Lehigh,15.0,2013
Rice,15.0,2013
Towson,15.0,2013
Coppin St.,15.0,2013
Western Michigan,15.0,2013
San Jose St.,15.0,2013
Arkansas Pine Bluff,15.0,2013
Texas A&M Corpus Chris,15.0,2013
Chicago St.,15.0,2013
Samford,15.0,2013
UC Irvine,15.0,2013
