TEAM,ELITE SOS,YEAR
Nebraska Omaha,15.0,2013
Western Carolina,14.0,2013
Seattle,14.0,2013
Niagara,14.0,2013
Louisiana,14.0,2013
Lipscomb,14.0,2013
Fairfield,14.0,2013
FIU,14.0,2013
North Texas,14.0,2013
Bucknell,14.0,2013
Davidson,14.0,2013
UTSA,14.0,2013
Florida Atlantic,14.0,2013
Tulane,14.0,2013
UT Arlington,14.0,2013
Illinois Chicago,14.0,2013
Morehead St.,14.0,2013
Mercer,14.0,2013
George Mason,14.0,2013
Stony Brook,14.0,2013
Wofford,14.0,2013
Howard,14.0,2013
Nicholls St.,14.0,2013
Princeton,14.0,2013
Utah St.,14.0,2013
USC Upstate,14.0,2013
Buffalo,14.0,2013
Middle Tennessee,14.0,2013
Central Connecticut,14.0,2013
Kent St.,14.0,2013
Rider,14.0,2013
Longwood,14.0,2013
UNC Wilmington,14.0,2013
Drexel,14.0,2013
Bowling Green,14.0,2013
Tennessee Martin,14.0,2013
Loyola MD,13.0,2013
Montana,13.0,2013
Wright St.,13.0,2013
Toledo,13.0,2013
North Dakota St.,13.0,2013
UNC Asheville,13.0,2013
Monmouth,13.0,2013
Texas St.,13.0,2013
Loyola Chicago,13.0,2013
Louisiana Monroe,13.0,2013
Presbyterian,13.0,2013
Binghamton,13.0,2013
Sacred Heart,13.0,2013
Albany,13.0,2013
Ball St.,13.0,2013
Youngstown St.,13.0,2013
Marist,13.0,2013
Stetson,13.0,2013
Jacksonville,13.0,2013
UMBC,13.0,2013
Cal St. Northridge,13.0,2013
Holy Cross,13.0,2013
Jacksonville St.,13.0,2013
Dartmouth,13.0,2013
Louisiana Tech,13.0,2013
Charleston Southern,13.0,2013
Northern Illinois,13.0,2013
McNeese St.,13.0,2013
Boston University,13.0,2013
SIU Edwardsville,13.0,2013
Little Rock,13.0,2013
Fairleigh Dickinson,13.0,2013
New Hampshire,13.0,2013
Delaware St.,12.0,2013
Mississippi Valley St.,12.0,2013
Kennesaw St.,12.0,2013
Georgia St.,12.0,2013
Norfolk St.,12.0,2013
Eastern Kentucky,12.0,2013
Sam Houston St.,12.0,2013
Northeastern,12.0,2013
South Carolina St.,12.0,2013
Maryland Eastern Shore,12.0,2013
North Dakota,12.0,2013
Brown,12.0,2013
Maine,12.0,2013
James Madison,12.0,2013
Murray St.,12.0,2013
Northern Colorado,12.0,2013
Tennessee Tech,12.0,2013
Saint Peter's,12.0,2013
Georgia Southern,12.0,2013
Siena,12.0,2013
Hartford,12.0,2013
Vermont,12.0,2013
Gardner Webb,12.0,2013
Campbell,12.0,2013
Alabama St.,12.0,2013
Winthrop,12.0,2013
Hofstra,12.0,2013
William & Mary,12.0,2013
SMU,12.0,2013
Columbia,12.0,2013
Old Dominion,12.0,2013
Wagner,12.0,2013
UC Davis,12.0,2013
Saint Francis,12.0,2013
Bethune Cookman,11.0,2013
Charleston,11.0,2013
Army,11.0,2013
North Carolina A&T,11.0,2013
Bryant,11.0,2013
Jackson St.,11.0,2013
Houston,11.0,2013
Elon,11.0,2013
St. Francis NY,11.0,2013
Florida A&M,11.0,2013
Navy,11.0,2013
Southeast Missouri St.,11.0,2013
Idaho St.,11.0,2013
Austin Peay,11.0,2013
Portland St.,11.0,2013
Southern Utah,11.0,2013
South Alabama,11.0,2013
Eastern Illinois,11.0,2013
Purdue Fort Wayne,11.0,2013
Cal St. Fullerton,11.0,2013
Appalachian St.,11.0,2013
Hawaii,11.0,2013
Northern Kentucky,11.0,2013
Stephen F. Austin,11.0,2013
Central Arkansas,11.0,2013
Southern,10.0,2013
Chattanooga,10.0,2013
Robert Morris,10.0,2013
The Citadel,10.0,2013
Eastern Washington,10.0,2013
UC Riverside,10.0,2013
Western Illinois,10.0,2013
Liberty,10.0,2013
North Carolina Central,10.0,2013
New Orleans,10.0,2013
Arkansas St.,10.0,2013
UNC Greensboro,10.0,2013
Alabama A&M,10.0,2013
Quinnipiac,10.0,2013
Furman,10.0,2013
Grambling St.,9.0,2013
Troy,9.0,2013
Utah Valley,9.0,2013
LIU,9.0,2013
NJIT,9.0,2013
Coastal Carolina,9.0,2013
UT Rio Grande Valley,9.0,2013
Morgan St.,9.0,2013
Prairie View A&M,9.0,2013
Houston Christian,9.0,2013
Weber St.,8.0,2013
Sacramento St.,8.0,2013
Radford,8.0,2013
VMI,8.0,2013
Montana St.,8.0,2013
Hampton,7.0,2013
High Point,7.0,2013
