TEAM,ELITE SOS,YEAR
Texas A&M,37.0,2010
West Virginia,37.0,2010
Kansas St.,36.0,2010
Georgetown,35.0,2010
North Carolina,35.0,2010
Baylor,35.0,2010
Georgia Tech,34.0,2010
Duke,34.0,2010
Oklahoma,34.0,2010
Texas Tech,34.0,2010
Iowa St.,33.0,2010
St. John's,33.0,2010
Nebraska,33.0,2010
Kansas,33.0,2010
Wake Forest,33.0,2010
Colorado,33.0,2010
Michigan,33.0,2010
Villanova,33.0,2010
Cincinnati,32.0,2010
Connecticut,32.0,2010
Marquette,32.0,2010
Texas,32.0,2010
Providence,32.0,2010
Florida St.,32.0,2010
DePaul,31.0,2010
Purdue,31.0,2010
Illinois,31.0,2010
Maryland,31.0,2010
Iowa,31.0,2010
Penn St.,31.0,2010
Louisville,31.0,2010
Missouri,31.0,2010
Wisconsin,31.0,2010
South Carolina,31.0,2010
Clemson,31.0,2010
Ohio St.,31.0,2010
Georgia,31.0,2010
Michigan St.,31.0,2010
Minnesota,31.0,2010
Tennessee,31.0,2010
Indiana,31.0,2010
N.C. State,31.0,2010
Oklahoma St.,31.0,2010
Virginia,31.0,2010
Boston College,30.0,2010
Florida,30.0,2010
California,30.0,2010
Seton Hall,30.0,2010
Pittsburgh,30.0,2010
Xavier,30.0,2010
Syracuse,29.0,2010
Vanderbilt,29.0,2010
Arizona,29.0,2010
UCLA,29.0,2010
Miami FL,28.0,2010
Rutgers,28.0,2010
Northwestern,28.0,2010
Stanford,28.0,2010
Alabama,28.0,2010
Notre Dame,28.0,2010
South Florida,27.0,2010
USC,27.0,2010
LSU,27.0,2010
Mississippi,27.0,2010
Butler,26.0,2010
Washington,26.0,2010
Dayton,26.0,2010
Saint Joseph's,26.0,2010
Massachusetts,26.0,2010
Kentucky,26.0,2010
Auburn,26.0,2010
Virginia Tech,25.0,2010
Charlotte,25.0,2010
TCU,25.0,2010
Richmond,25.0,2010
Washington St.,25.0,2010
Oregon,25.0,2010
Arkansas,25.0,2010
Mississippi St.,25.0,2010
San Diego St.,25.0,2010
Arizona St.,25.0,2010
Bradley,24.0,2010
East Carolina,24.0,2010
Oregon St.,24.0,2010
Duquesne,24.0,2010
Gonzaga,24.0,2010
Temple,24.0,2010
Utah,24.0,2010
Rhode Island,24.0,2010
La Salle,23.0,2010
Air Force,23.0,2010
BYU,23.0,2010
Tulsa,23.0,2010
Long Beach St.,23.0,2010
UNLV,23.0,2010
Wyoming,23.0,2010
San Francisco,23.0,2010
St. Bonaventure,23.0,2010
Cleveland St.,23.0,2010
New Mexico St.,22.0,2010
Old Dominion,22.0,2010
Colorado St.,22.0,2010
Nevada,22.0,2010
William & Mary,22.0,2010
UCF,22.0,2010
New Mexico,22.0,2010
Northern Iowa,22.0,2010
Creighton,22.0,2010
Fordham,22.0,2010
Houston,21.0,2010
Southern Miss,21.0,2010
Miami OH,21.0,2010
Memphis,21.0,2010
Saint Mary's,21.0,2010
UTEP,21.0,2010
Valparaiso,21.0,2010
Cornell,21.0,2010
Saint Louis,21.0,2010
Portland,21.0,2010
Arkansas Pine Bluff,20.0,2010
George Washington,20.0,2010
Indiana St.,20.0,2010
Delaware,20.0,2010
Wichita St.,20.0,2010
Evansville,20.0,2010
Idaho St.,20.0,2010
Southern Illinois,20.0,2010
Wright St.,20.0,2010
Illinois Chicago,20.0,2010
Youngstown St.,19.0,2010
Drexel,19.0,2010
San Diego,19.0,2010
Milwaukee,19.0,2010
Northeastern,19.0,2010
SMU,19.0,2010
Drake,19.0,2010
UAB,19.0,2010
Illinois St.,19.0,2010
Oakland,19.0,2010
Loyola Chicago,19.0,2010
UNC Greensboro,19.0,2010
Presbyterian,19.0,2010
Tulane,18.0,2010
Louisiana Tech,18.0,2010
UNC Wilmington,18.0,2010
Kent St.,18.0,2010
Siena,18.0,2010
Marshall,18.0,2010
Austin Peay,18.0,2010
Santa Clara,18.0,2010
Loyola Marymount,17.0,2010
Rider,17.0,2010
Green Bay,17.0,2010
Missouri St.,17.0,2010
San Jose St.,17.0,2010
Idaho,17.0,2010
James Madison,17.0,2010
Rice,17.0,2010
Weber St.,17.0,2010
Detroit Mercy,17.0,2010
Texas A&M Corpus Chris,17.0,2010
Tennessee St.,17.0,2010
George Mason,16.0,2010
Bowling Green,16.0,2010
Portland St.,16.0,2010
Hawaii,16.0,2010
Georgia St.,16.0,2010
Utah St.,16.0,2010
Hofstra,16.0,2010
Pepperdine,16.0,2010
Fresno St.,16.0,2010
Davidson,16.0,2010
Penn,16.0,2010
Northern Illinois,16.0,2010
Samford,16.0,2010
Wofford,16.0,2010
Towson,16.0,2010
VCU,16.0,2010
The Citadel,16.0,2010
Brown,16.0,2010
