TEAM,ELITE SOS,YEAR
Jacksonville St.,13.9,2002
James Madison,19.1,2002
Kansas,35.7,2002
Kansas St.,29.8,2002
Kent St.,26.5,2002
Kentucky,38.5,2002
LIU Brooklyn,11.9,2002
LSU,31.1,2002
La Salle,26.7,2002
Lafayette,14.1,2002
Lamar,14.6,2002
Lehigh,14.2,2002
Liberty,12.6,2002
Lipscomb,16.6,2002
Long Beach St.,23.6,2002
Louisiana Lafayette,22.9,2002
Louisiana Monroe,19.2,2002
Louisiana Tech,26.6,2002
Louisville,31.2,2002
Loyola Chicago,22.0,2002
Loyola MD,15.9,2002
Loyola Marymount,22.4,2002
Maine,10.0,2002
Manhattan,15.1,2002
Marist,16.0,2002
Marquette,29.3,2002
Marshall,24.8,2002
Maryland,34.7,2002
Maryland Eastern Shore,12.3,2002
Massachusetts,28.8,2002
McNeese St.,17.1,2002
Memphis,27.1,2002
Mercer,21.1,2002
Miami FL,29.7,2002
Miami OH,28.8,2002
Michigan,32.7,2002
Michigan St.,34.6,2002
Middle Tennessee,21.6,2002
Milwaukee,25.1,2002
Minnesota,31.6,2002
Mississippi,31.6,2002
Mississippi St.,33.6,2002
Mississippi Valley St.,7.0,2002
Missouri,32.3,2002
Monmouth,12.1,2002
Montana,20.3,2002
Montana St.,19.9,2002
Morehead St.,18.6,2002
Morgan St.,14.7,2002
Morris Brown,19.1,2002
Mount St. Mary's,9.9,2002
Murray St.,20.6,2002
N.C. State,32.8,2002
Navy,15.0,2002
Nebraska,29.0,2002
Nevada,25.2,2002
New Hampshire,10.9,2002
New Mexico,27.3,2002
New Mexico St.,22.1,2002
New Orleans,21.6,2002
Niagara,17.4,2002
Nicholls St.,19.6,2002
Norfolk St.,15.0,2002
North Carolina,36.5,2002
North Carolina A&T,14.1,2002
North Texas,23.5,2002
Northeastern,11.5,2002
Northern Arizona,18.2,2002
Northern Illinois,22.4,2002
Northern Iowa,24.2,2002
Northwestern,29.7,2002
Northwestern St.,18.3,2002
Notre Dame,31.6,2002
Oakland,22.6,2002
Ohio,22.8,2002
Ohio St.,31.8,2002
Oklahoma,33.4,2002
Oklahoma St.,31.3,2002
Old Dominion,20.1,2002
Oral Roberts,18.6,2002
Oregon,32.6,2002
Oregon St.,32.4,2002
Pacific,21.3,2002
Penn,19.8,2002
Penn St.,32.7,2002
Pepperdine,27.5,2002
Pittsburgh,26.5,2002
Portland,23.0,2002
Portland St.,21.7,2002
Prairie View A&M,9.0,2002
Princeton,21.8,2002
Providence,28.1,2002
Purdue,33.6,2002
Quinnipiac,9.1,2002
Radford,14.2,2002
Rhode Island,28.8,2002
Rice,23.7,2002
Richmond,28.4,2002
Rider,15.4,2002
Robert Morris,10.2,2002
Rutgers,26.1,2002
SMU,26.2,2002
Sacramento St.,14.2,2002
Sacred Heart,9.3,2002
Saint Joseph's,28.4,2002
Saint Louis,29.9,2002
Saint Mary's,24.0,2002
Saint Peter's,19.7,2002
Sam Houston St.,16.5,2002
Samford,19.2,2002
San Diego,23.8,2002
San Diego St.,29.6,2002
San Francisco,23.4,2002
San Jose St.,25.6,2002
Santa Clara,22.6,2002
Savannah St.,16.3,2002
Seton Hall,32.3,2002
Siena,17.7,2002
South Alabama,22.6,2002
South Carolina,35.2,2002
South Carolina St.,14.2,2002
South Florida,29.3,2002
Southeast Missouri St.,19.3,2002
Southeastern Louisiana,15.3,2002
Southern,7.3,2002
Southern Illinois,25.3,2002
Southern Miss,27.9,2002
Southern Utah,22.3,2002
Southwest Missouri St.,22.3,2002
Southwest Texas St.,17.1,2002
St. Bonaventure,28.1,2002
St. Francis NY,6.6,2002
St. Francis PA,11.5,2002
St. John's,30.5,2002
Stanford,35.3,2002
Stephen F. Austin,14.7,2002
Stetson,18.5,2002
Stony Brook,13.2,2002
Syracuse,30.2,2002
TCU,26.2,2002
Temple,32.5,2002
Tennessee,37.3,2002
Tennessee Martin,19.2,2002
Tennessee St.,20.2,2002
Tennessee Tech,19.4,2002
Texas,35.1,2002
Texas A&M,32.1,2002
Texas A&M Corpus Chris,16.6,2002
Texas Pan American,18.2,2002
Texas Southern,8.5,2002
Texas Tech,30.8,2002
The Citadel,20.2,2002
Toledo,24.5,2002
Towson,19.8,2002
Troy St.,16.7,2002
Tulane,30.2,2002
Tulsa,25.2,2002
UAB,26.0,2002
UC Irvine,22.6,2002
UC Riverside,23.5,2002
UC Santa Barbara,23.2,2002
UCF,15.5,2002
UCLA,37.3,2002
UMBC,7.0,2002
UMKC,17.4,2002
UNC Asheville,14.0,2002
UNC Greensboro,20.7,2002
UNC Wilmington,23.7,2002
UNLV,27.8,2002
USC,34.0,2002
UT Arlington,16.7,2002
UTEP,26.0,2002
UTSA,14.8,2002
Utah,29.2,2002
Utah St.,20.0,2002
VCU,20.0,2002
VMI,25.3,2002
Valparaiso,20.7,2002
Vanderbilt,33.0,2002
Vermont,7.8,2002
Villanova,30.8,2002
Virginia,32.4,2002
Virginia Tech,27.6,2002
Wagner,10.3,2002
Wake Forest,36.4,2002
Washington,37.4,2002
Washington St.,34.1,2002
Weber St.,19.1,2002
West Virginia,31.4,2002
Western Carolina,20.9,2002
Western Illinois,17.5,2002
Western Kentucky,23.0,2002
Western Michigan,22.5,2002
Wichita St.,22.5,2002
William & Mary,23.2,2002
Winthrop,9.6,2002
Wisconsin,35.6,2002
Wofford,26.0,2002
Wright St.,20.1,2002
Wyoming,27.0,2002
Xavier,28.9,2002
Yale,15.2,2002
Youngstown St.,23.8,2002
