TEAM,ELITE SOS,YEAR
Rhode Island,16.0,2022
Central Michigan,16.0,2022
La Salle,16.0,2022
Fordham,16.0,2022
East Tennessee St.,16.0,2022
Portland,16.0,2022
Central Arkansas,16.0,2022
Charleston,16.0,2022
Yale,16.0,2022
George Washington,16.0,2022
Northwestern St.,16.0,2022
Arkansas Pine Bluff,15.0,2022
Illinois St.,15.0,2022
New Mexico St.,15.0,2022
Drake,15.0,2022
Nebraska Omaha,15.0,2022
UT Rio Grande Valley,15.0,2022
North Texas,15.0,2022
Belmont,15.0,2022
Tennessee Tech,15.0,2022
Pacific,15.0,2022
UAB,15.0,2022
Valparaiso,15.0,2022
Louisiana Tech,15.0,2022
Chattanooga,15.0,2022
Austin Peay,15.0,2022
UTEP,15.0,2022
Mercer,15.0,2022
Furman,15.0,2022
Jackson St.,14.0,2022
Utah Tech,14.0,2022
Morehead St.,14.0,2022
Grambling St.,14.0,2022
Tennessee Martin,14.0,2022
Chicago St.,14.0,2022
Southern Miss,14.0,2022
Appalachian St.,14.0,2022
Sam Houston St.,14.0,2022
UNC Greensboro,14.0,2022
Western Kentucky,14.0,2022
Drexel,14.0,2022
Brown,14.0,2022
Charlotte,14.0,2022
Iona,14.0,2022
Northern Illinois,14.0,2022
Radford,14.0,2022
North Alabama,14.0,2022
Lamar,14.0,2022
Western Carolina,14.0,2022
Delaware,14.0,2022
UC Irvine,14.0,2022
Utah Valley,14.0,2022
Rice,14.0,2022
Texas Southern,14.0,2022
Louisiana Monroe,14.0,2022
Towson,14.0,2022
William & Mary,13.0,2022
The Citadel,13.0,2022
Lipscomb,13.0,2022
Marshall,13.0,2022
Western Michigan,13.0,2022
Northeastern,13.0,2022
Wofford,13.0,2022
Middle Tennessee,13.0,2022
Old Dominion,13.0,2022
Georgia St.,13.0,2022
Incarnate Word,13.0,2022
Nicholls St.,13.0,2022
Coppin St.,13.0,2022
UTSA,13.0,2022
Texas St.,13.0,2022
Samford,13.0,2022
Cal St. Bakersfield,13.0,2022
Monmouth,13.0,2022
Kennesaw St.,13.0,2022
VMI,13.0,2022
Murray St.,13.0,2022
Cal Baptist,13.0,2022
Louisiana,13.0,2022
UC Riverside,13.0,2022
Stephen F. Austin,12.0,2022
Little Rock,12.0,2022
USC Upstate,12.0,2022
Fairleigh Dickinson,12.0,2022
James Madison,12.0,2022
LIU,12.0,2022
Oakland,12.0,2022
Cal St. Northridge,12.0,2022
Dartmouth,12.0,2022
Presbyterian,12.0,2022
Buffalo,12.0,2022
Arkansas St.,12.0,2022
Cornell,12.0,2022
Merrimack,12.0,2022
Eastern Illinois,12.0,2022
Northern Colorado,12.0,2022
Niagara,12.0,2022
Detroit Mercy,12.0,2022
Canisius,12.0,2022
Cal St. Fullerton,12.0,2022
SIU Edwardsville,12.0,2022
High Point,12.0,2022
Abilene Christian,12.0,2022
Eastern Michigan,12.0,2022
McNeese St.,12.0,2022
Eastern Washington,12.0,2022
Gardner Webb,12.0,2022
Grand Canyon,12.0,2022
Winthrop,12.0,2022
Southern,12.0,2022
Florida Atlantic,11.0,2022
Jacksonville St.,11.0,2022
Albany,11.0,2022
North Dakota St.,11.0,2022
Southeast Missouri St.,11.0,2022
Mount St. Mary's,11.0,2022
South Dakota St.,11.0,2022
Ohio,11.0,2022
Oral Roberts,11.0,2022
Mississippi Valley St.,11.0,2022
Stony Brook,11.0,2022
Maine,11.0,2022
Northern Arizona,11.0,2022
Robert Morris,11.0,2022
Seattle,11.0,2022
UNC Wilmington,11.0,2022
NJIT,11.0,2022
Southeastern Louisiana,11.0,2022
North Carolina A&T,11.0,2022
Toledo,11.0,2022
Kent St.,11.0,2022
Troy,11.0,2022
Southern Utah,11.0,2022
Rider,11.0,2022
Lafayette,11.0,2022
Akron,11.0,2022
Western Illinois,11.0,2022
Florida A&M,11.0,2022
Georgia Southern,10.0,2022
Cal Poly,10.0,2022
Central Connecticut,10.0,2022
Charleston Southern,10.0,2022
Colgate,10.0,2022
North Carolina Central,10.0,2022
Fairfield,10.0,2022
UNC Asheville,10.0,2022
Wright St.,10.0,2022
Navy,10.0,2022
Saint Francis,10.0,2022
Siena,10.0,2022
UMKC,10.0,2022
Binghamton,10.0,2022
UC Santa Barbara,10.0,2022
Green Bay,10.0,2022
FIU,10.0,2022
Campbell,10.0,2022
Ball St.,10.0,2022
St. Francis NY,10.0,2022
UC San Diego,10.0,2022
South Alabama,10.0,2022
Quinnipiac,9.0,2022
Manhattan,9.0,2022
Princeton,9.0,2022
Denver,9.0,2022
Bowling Green,9.0,2022
Longwood,9.0,2022
Maryland Eastern Shore,9.0,2022
Vermont,9.0,2022
Liberty,9.0,2022
Bryant,9.0,2022
Miami OH,9.0,2022
Illinois Chicago,9.0,2022
Cleveland St.,9.0,2022
Montana St.,9.0,2022
Stetson,9.0,2022
UMBC,9.0,2022
Houston Christian,9.0,2022
Coastal Carolina,9.0,2022
Columbia,9.0,2022
Lehigh,9.0,2022
Portland St.,9.0,2022
Bethune Cookman,9.0,2022
Marist,9.0,2022
South Dakota,9.0,2022
New Hampshire,9.0,2022
Bucknell,9.0,2022
UMass Lowell,9.0,2022
Eastern Kentucky,9.0,2022
Tennessee St.,9.0,2022
Sacramento St.,9.0,2022
North Dakota,9.0,2022
St. Thomas,9.0,2022
Jacksonville,9.0,2022
Loyola MD,9.0,2022
Hawaii,9.0,2022
Florida Gulf Coast,9.0,2022
Idaho,8.0,2022
Wagner,8.0,2022
New Orleans,8.0,2022
Alabama A&M,8.0,2022
Harvard,8.0,2022
Norfolk St.,8.0,2022
Montana,8.0,2022
Idaho St.,8.0,2022
Milwaukee,8.0,2022
Howard,8.0,2022
Weber St.,8.0,2022
Army,8.0,2022
Youngstown St.,8.0,2022
Hampton,8.0,2022
IU Indy,8.0,2022
Northern Kentucky,8.0,2022
Morgan St.,8.0,2022
Hartford,8.0,2022
UC Davis,8.0,2022
South Carolina St.,7.0,2022
Purdue Fort Wayne,7.0,2022
Boston University,7.0,2022
American,7.0,2022
Sacred Heart,7.0,2022
Delaware St.,7.0,2022
Texas A&M Corpus Chris,7.0,2022
Holy Cross,6.0,2022
