TEAM,ELITE SOS,YEAR
North Carolina,39.0,2015
Kansas,37.0,2015
Duke,37.0,2015
Michigan St.,35.0,2015
Wisconsin,35.0,2015
N.C. State,34.0,2015
Marquette,34.0,2015
Louisville,34.0,2015
Providence,33.0,2015
Kansas St.,33.0,2015
Oklahoma,33.0,2015
Michigan,33.0,2015
Georgetown,33.0,2015
Iowa St.,33.0,2015
Notre Dame,33.0,2015
Oklahoma St.,33.0,2015
St. John's,32.0,2015
Butler,32.0,2015
Texas,32.0,2015
Florida,32.0,2015
Xavier,32.0,2015
Iowa,32.0,2015
Baylor,32.0,2015
West Virginia,32.0,2015
Wake Forest,32.0,2015
Missouri,32.0,2015
Syracuse,31.0,2015
UCLA,31.0,2015
Georgia Tech,31.0,2015
Virginia,30.0,2015
Seton Hall,30.0,2015
Nebraska,30.0,2015
Rutgers,30.0,2015
Boston College,30.0,2015
Northwestern,30.0,2015
Virginia Tech,30.0,2015
Utah,30.0,2015
Ohio St.,30.0,2015
Minnesota,30.0,2015
Texas Tech,30.0,2015
Illinois,30.0,2015
Georgia,29.0,2015
Purdue,29.0,2015
Alabama,29.0,2015
Kentucky,29.0,2015
Maryland,29.0,2015
Creighton,29.0,2015
Indiana,29.0,2015
Clemson,29.0,2015
DePaul,29.0,2015
Miami FL,29.0,2015
Tennessee,29.0,2015
Florida St.,28.0,2015
Pittsburgh,28.0,2015
Oregon,28.0,2015
South Carolina,28.0,2015
TCU,28.0,2015
Auburn,28.0,2015
Villanova,27.0,2015
Long Beach St.,27.0,2015
Stanford,27.0,2015
Penn St.,27.0,2015
Arizona,27.0,2015
Mississippi,27.0,2015
Arkansas,26.0,2015
Arizona St.,26.0,2015
Washington St.,26.0,2015
California,26.0,2015
Vanderbilt,25.0,2015
VCU,25.0,2015
USC,25.0,2015
Colorado,25.0,2015
Washington,24.0,2015
Loyola Marymount,24.0,2015
Oregon St.,24.0,2015
Texas A&M,23.0,2015
LSU,23.0,2015
Gonzaga,23.0,2015
San Diego,23.0,2015
Mississippi St.,23.0,2015
George Mason,22.0,2015
Connecticut,22.0,2015
George Washington,22.0,2015
Massachusetts,22.0,2015
San Diego St.,22.0,2015
Santa Clara,22.0,2015
Pepperdine,22.0,2015
BYU,22.0,2015
Davidson,22.0,2015
Wichita St.,22.0,2015
UNLV,21.0,2015
