TEAM,ELITE SOS,YEAR
Air Force,21.4,2004
Akron,19.9,2004
Alabama,36.0,2004
Alabama A&M,2.1,2004
Alabama St.,4.0,2004
Albany,8.0,2004
Alcorn St.,4.5,2004
American,10.2,2004
Appalachian St.,21.2,2004
Arizona,28.5,2004
Arizona St.,26.7,2004
Arkansas,29.5,2004
Arkansas Little Rock,14.4,2004
Arkansas Pine Bluff,8.9,2004
Arkansas St.,14.8,2004
Army,5.9,2004
Auburn,27.9,2004
Austin Peay,20.6,2004
BYU,30.4,2004
Ball St.,22.6,2004
Baylor,26.1,2004
Belmont,13.6,2004
Bethune Cookman,4.1,2004
Binghamton,9.8,2004
Birmingham Southern,4.4,2004
Boise St.,27.3,2004
Boston College,30.5,2004
Boston University,9.9,2004
Bowling Green,20.8,2004
Bradley,22.3,2004
Brown,14.0,2004
Bucknell,11.1,2004
Buffalo,18.0,2004
Butler,19.8,2004
Cal Poly,19.7,2004
Cal St. Fullerton,18.7,2004
Cal St. Northridge,19.4,2004
California,28.7,2004
Campbell,15.0,2004
Canisius,17.5,2004
Centenary,17.1,2004
Central Connecticut,7.6,2004
Central Michigan,22.9,2004
Charleston Southern,11.0,2004
Charlotte,28.5,2004
Chattanooga,18.1,2004
Chicago St.,22.7,2004
Cincinnati,28.3,2004
Clemson,39.1,2004
Cleveland St.,22.8,2004
Coastal Carolina,9.4,2004
Colgate,9.2,2004
College of Charleston,15.6,2004
Colorado,31.9,2004
Colorado St.,28.7,2004
Columbia,12.9,2004
Connecticut,32.9,2004
Coppin St.,6.8,2004
Cornell,12.3,2004
Creighton,22.1,2004
Dartmouth,10.7,2004
Davidson,20.6,2004
Dayton,25.1,2004
DePaul,28.6,2004
Delaware,18.1,2004
Delaware St.,9.1,2004
Denver,18.8,2004
Detroit,20.4,2004
Drake,23.7,2004
Drexel,18.8,2004
Duke,37.9,2004
Duquesne,24.4,2004
East Carolina,22.8,2004
East Tennessee St.,17.3,2004
Eastern Illinois,17.8,2004
Eastern Kentucky,13.3,2004
Eastern Michigan,19.7,2004
Eastern Washington,20.2,2004
Elon,17.7,2004
Evansville,26.6,2004
FIU,19.0,2004
Fairfield,17.7,2004
Fairleigh Dickinson,8.4,2004
Florida,33.8,2004
Florida A&M,7.0,2004
Florida Atlantic,12.4,2004
Florida St.,34.9,2004
Fordham,28.3,2004
Fresno St.,28.0,2004
Furman,13.2,2004
Gardner Webb,16.6,2004
George Mason,21.1,2004
