TEAM,ELITE SOS,YEAR
George Washington,27.9,2004
Georgetown,24.6,2004
Georgia,32.8,2004
Georgia Southern,11.7,2004
Georgia St.,13.4,2004
Georgia Tech,39.5,2004
Gonzaga,25.1,2004
Grambling St.,6.7,2004
Green Bay,20.1,2004
Hampton,7.6,2004
Hartford,10.8,2004
Harvard,14.4,2004
Hawaii,26.5,2004
High Point,7.5,2004
Hofstra,22.7,2004
Holy Cross,9.7,2004
Houston,23.7,2004
Howard,3.7,2004
IPFW,25.0,2004
IUPUI,17.2,2004
Idaho,21.3,2004
Idaho St.,18.0,2004
Illinois,31.8,2004
Illinois Chicago,19.9,2004
Illinois St.,25.2,2004
Indiana,32.9,2004
Indiana St.,23.0,2004
Iona,18.2,2004
Iowa,30.5,2004
Iowa St.,32.5,2004
Jackson St.,5.4,2004
Jacksonville,11.5,2004
Jacksonville St.,10.0,2004
James Madison,20.0,2004
Kansas,34.9,2004
Kansas St.,28.2,2004
Kent St.,21.1,2004
Kentucky,32.9,2004
LIU Brooklyn,8.0,2004
LSU,29.4,2004
La Salle,25.2,2004
Lafayette,11.2,2004
Lamar,11.4,2004
Lehigh,4.8,2004
Liberty,12.7,2004
Lipscomb,14.7,2004
Long Beach St.,19.6,2004
Louisiana Lafayette,21.7,2004
Louisiana Monroe,15.7,2004
Louisiana Tech,27.9,2004
Louisville,30.4,2004
Loyola Chicago,24.6,2004
Loyola MD,14.8,2004
Loyola Marymount,19.5,2004
Maine,6.6,2004
Manhattan,18.2,2004
Marist,15.6,2004
Marquette,24.9,2004
Marshall,23.7,2004
Maryland,40.0,2004
Maryland Eastern Shore,4.3,2004
Massachusetts,23.4,2004
McNeese St.,15.0,2004
Memphis,28.2,2004
Mercer,18.0,2004
Miami FL,24.0,2004
Miami OH,22.7,2004
Michigan,28.2,2004
Michigan St.,32.9,2004
Middle Tennessee,19.6,2004
Milwaukee,23.7,2004
Minnesota,27.7,2004
Mississippi,29.1,2004
Mississippi St.,29.4,2004
Mississippi Valley St.,0.0,2004
Missouri,35.0,2004
Monmouth,11.3,2004
Montana,19.3,2004
Montana St.,13.0,2004
Morehead St.,17.5,2004
Morgan St.,5.1,2004
Mount St. Mary's,9.6,2004
Murray St.,15.4,2004
N.C. State,38.2,2004
Navy,12.3,2004
Nebraska,26.9,2004
Nevada,30.4,2004
New Hampshire,8.8,2004
New Mexico,23.6,2004
New Mexico St.,19.0,2004
New Orleans,20.3,2004
Niagara,16.1,2004
Nicholls St.,11.7,2004
Norfolk St.,1.8,2004
North Carolina,39.7,2004
North Carolina A&T,8.3,2004
North Texas,17.7,2004
Northeastern,9.8,2004
Northern Arizona,16.4,2004
Northern Illinois,20.6,2004
Northern Iowa,24.0,2004
Northwestern,29.7,2004
Northwestern St.,14.2,2004
Notre Dame,30.6,2004
Oakland,20.5,2004
Ohio,20.4,2004
Ohio St.,27.0,2004
Oklahoma,29.8,2004
Oklahoma St.,31.0,2004
Old Dominion,21.5,2004
Oral Roberts,18.1,2004
Oregon,29.4,2004
Oregon St.,26.0,2004
Pacific,21.0,2004
Penn,17.3,2004
Penn St.,28.7,2004
Pepperdine,23.7,2004
Pittsburgh,28.8,2004
Portland,25.5,2004
Portland St.,17.6,2004
Prairie View A&M,7.6,2004
Princeton,14.6,2004
Providence,32.7,2004
Purdue,27.9,2004
Quinnipiac,7.5,2004
Radford,8.3,2004
Rhode Island,24.3,2004
Rice,27.7,2004
Richmond,30.2,2004
Rider,13.2,2004
Robert Morris,9.5,2004
Rutgers,29.8,2004
SMU,29.1,2004
Sacramento St.,16.4,2004
Sacred Heart,7.1,2004
Saint Joseph's,30.2,2004
Saint Louis,28.2,2004
Saint Mary's,22.6,2004
Saint Peter's,17.4,2004
Sam Houston St.,11.0,2004
Samford,19.8,2004
San Diego,25.2,2004
San Diego St.,28.7,2004
San Francisco,23.5,2004
San Jose St.,26.0,2004
Santa Clara,23.4,2004
Savannah St.,17.8,2004
Seton Hall,31.4,2004
Siena,17.0,2004
South Alabama,20.1,2004
South Carolina,29.1,2004
South Carolina St.,4.2,2004
South Florida,26.7,2004
Southeast Missouri St.,16.5,2004
Southeastern Louisiana,8.4,2004
Southern,2.2,2004
Southern Illinois,24.1,2004
Southern Miss,25.3,2004
Southern Utah,20.1,2004
Southwest Missouri St.,22.4,2004
St. Bonaventure,28.3,2004
St. Francis NY,6.6,2004
St. Francis PA,8.3,2004
St. John's,31.0,2004
Stanford,25.8,2004
Stephen F. Austin,7.6,2004
Stetson,15.4,2004
Stony Brook,9.4,2004
Syracuse,31.4,2004
TCU,26.0,2004
Temple,28.9,2004
Tennessee,31.4,2004
Tennessee Martin,17.9,2004
Tennessee St.,19.6,2004
Tennessee Tech,17.0,2004
Texas,33.4,2004
Texas A&M,26.7,2004
Texas A&M Corpus Chris,14.5,2004
Texas Pan American,17.4,2004
Texas Southern,1.4,2004
Texas St.,11.3,2004
Texas Tech,32.0,2004
The Citadel,17.3,2004
Toledo,22.5,2004
Towson,18.5,2004
Troy St.,13.7,2004
Tulane,22.5,2004
Tulsa,28.7,2004
UAB,27.9,2004
UC Irvine,20.2,2004
UC Riverside,20.3,2004
UC Santa Barbara,18.8,2004
UCF,12.5,2004
UCLA,28.5,2004
UMBC,10.5,2004
UMKC,14.8,2004
UNC Asheville,15.7,2004
UNC Greensboro,16.3,2004
UNC Wilmington,21.0,2004
UNLV,27.7,2004
USC,29.1,2004
UT Arlington,11.2,2004
UTEP,26.5,2004
UTSA,10.0,2004
Utah,26.7,2004
Utah St.,16.4,2004
VCU,20.2,2004
VMI,12.0,2004
Valparaiso,18.8,2004
Vanderbilt,31.4,2004
Vermont,9.5,2004
Villanova,33.3,2004
Virginia,35.3,2004
Virginia Tech,26.5,2004
Wagner,9.6,2004
Wake Forest,39.2,2004
Washington,29.1,2004
Washington St.,28.0,2004
Weber St.,17.7,2004
West Virginia,30.0,2004
Western Carolina,17.2,2004
Western Illinois,19.4,2004
Western Kentucky,21.4,2004
Western Michigan,19.7,2004
Wichita St.,23.2,2004
William & Mary,20.4,2004
Winthrop,8.7,2004
Wisconsin,32.1,2004
Wofford,20.9,2004
Wright St.,20.0,2004
Wyoming,27.2,2004
Xavier,30.5,2004
Yale,17.3,2004
Youngstown St.,23.0,2004
