year,rank,name,school,rating
2018,1,RJ Barrett,,1.0000
2018,2,Cam Reddish,,0.9992
2018,3,Nassir Little,,0.9992
2018,4,Bol Bol,,0.9989
2018,5,Zion Williamson,,0.9985
2018,6,Charles Bassey,,0.9984
2018,7,Romeo Langford,,0.9983
2018,8,Anfernee Simons,,0.9968
2018,9,EJ Montgomery,,0.9967
2018,10,Quentin Grimes,,0.9967
2018,11,Simisola Shittu,,0.9964
2018,12,Ashton Hagans,,0.9958
2018,13,Keldon Johnson,,0.9954
2018,14,Darius Garland,,0.9951
2018,15,Tre Jones,,0.9950
2018,16,Jalen Smith,,0.9943
2018,17,Darius Bazley,,0.9937
2018,18,Naz Reid,,0.9936
2018,19,Jordan Brown,,0.9933
2018,20,Louis King,,0.9929
2018,21,Devon Dotson,,0.9927
2018,22,Immanuel Quickley,,0.9926
2018,23,Andrew Nembhard,,0.9925
2018,24,Jaylen Hoard,,0.9925
2018,25,Coby White,,0.9913
2018,26,Emmitt Williams,,0.9913
2018,27,Moses Brown,,0.9909
2018,28,Kevin Porter Jr.,,0.9907
2018,29,Jahvon Quinerly,,0.9901
2018,30,Luguentz Dort,,0.9895
2018,31,Reggie Perry,,0.9891
2018,32,Ayo Dosunmu,,0.9888
2018,33,Joey Baker,,0.9887
2018,34,Brandon Williams,,0.9886
2018,35,Javonte Smart,,0.9883
2018,36,David McCormack,,0.9878
2018,37,Tyler Herro,,0.9876
2018,38,Taeshon Cherry,,0.9872
2018,39,Kira Lewis,,0.9865
2018,40,Ignas Brazdeikis,,0.9859
2018,41,Shareef O'Neal,,0.9850
2018,42,Aaron Wiggins,,0.9845
2018,43,Courtney Ramey,,0.9842
2018,44,Cole Swider,,0.9841
2018,45,Elijah Weaver,,0.9832
2018,46,Will Richardson,,0.9832
2018,47,David Duke,,0.9828
2018,48,A.J. Reeves,,0.9821
2018,49,Gerald Liddell,,0.9820
2018,50,Daniel Oturu,,0.9819
