year,rank,name,school,rating
2014,1,Jahlil Okafor,,0.9995
2014,2,Emmanuel Mudiay,,0.9993
2014,3,Stanley Johnson,,0.9986
2014,4,Karl-Anthony Towns,,0.9981
2014,5,Cliff Alexander,,0.9980
2014,6,Myles Turner,,0.9975
2014,7,Kelly Oubre,,0.9967
2014,8,Tyus Jones,,0.9964
2014,9,Justin Jackson,,0.9953
2014,10,Rashad Vaughn,,0.9948
2014,11,Trey Lyles,,0.9942
2014,12,Kevon Looney,,0.9936
2014,13,Justise Winslow,,0.9935
2014,14,Isaiah Whitehead,,0.9932
2014,15,Theo Pinson,,0.9918
2014,16,D'Angelo Russell,,0.9913
2014,17,Devin Robinson,,0.9902
2014,18,Daniel Hamilton,,0.9895
2014,19,Tyler Ulis,,0.9893
2014,20,Chris McCullough,,0.9889
2014,21,James Blackmon Jr.,,0.9874
2014,22,Devin Booker,,0.9868
2014,23,Dwayne Morgan,,0.9867
2014,24,Grayson Allen,,0.9866
2014,25,Kameron Chatman,,0.9862
2014,26,Shaqquan Aaron,,0.9858
2014,27,Keita Bates-Diop,,0.9849
2014,28,Isaac Copeland,,0.9846
2014,29,Melo Trimble,,0.9831
2014,30,Joel Berry,,0.9831
2014,31,Jonah Bolden,,0.9825
2014,32,Thomas Welsh,,0.9824
2014,33,Brandone Francis,,0.9813
2014,34,Goodluck Okonoboh,,0.9813
2014,35,Montaque Gill-Caesar,,0.9801
2014,36,Trevon Bluiett,,0.9801
2014,37,Quentin Snider,,0.9799
2014,38,Terry Larrier,,0.9795
2014,39,Reid Travis,,0.9794
2014,40,Jordan McLaughlin,,0.9786
2014,41,Craig Victor,,0.9782
2014,42,Leron Black,,0.9766
2014,43,Parker Jackson-Cartwright,,0.9765
2014,44,Angel Delgado,,0.9750
2014,45,Malik Pope,,0.9748
2014,46,Ja'Quan Newton,,0.9748
2014,47,Robert Johnson,,0.9746
2014,48,Chris Chiozza,,0.9743
2014,49,Abdul Malik Abu,,0.9740
2014,50,Dion Wiley,,0.9733
