year,rank,name,school,rating
2025,1,AJ Dybantsa,,0.9999
2025,2,Darryn Peterson,,0.9995
2025,3,Cameron Boozer,,0.9993
2025,4,Nate Ament,,0.9991
2025,5,Caleb Wilson,,0.9981
2025,6,Chris Cenac Jr.,,0.9981
2025,7,Alijah Arenas,,0.9974
2025,8,Mikel Brown Jr.,,0.9969
2025,9,Koa Peat,,0.9969
2025,10,Brayden Burries,,0.9965
2025,11,Darius Acuff Jr.,,0.9964
2025,12,Meleek Thomas,,0.9956
2025,13,Isiah Harwell,,0.9955
2025,14,Tounde Yessoufou,,0.9952
2025,15,Braylon Mullins,,0.9941
2025,16,Kingston Flemings,,0.9934
2025,17,Jalen Haralson,,0.9927
2025,18,Trey McKenney,,0.9927
2025,19,Nikolas Khamenia,,0.9922
2025,20,Cayden Boozer,,0.9921
2025,21,Jasper Johnson,,0.9917
2025,22,Shon Abaev,,0.9915
2025,23,Shelton Henderson,,0.9914
2025,24,Dwayne Aristode,,0.9913
2025,25,Malachi Moreno,,0.9910
2025,26,Matt Able,,0.9909
2025,27,Darius Adams,,0.9900
2025,28,Eric Reibe,,0.9891
2025,29,CJ Ingram,,0.9883
2025,30,Sadiq White Jr.,,0.9881
2025,31,Niko Bundalo,,0.9879
2025,32,Dame Sarr,,0.9873
2025,33,Acaden Lewis,,0.9873
2025,34,Kiyan Anthony,,0.9872
2025,35,Sebastian Wilkins,,0.9871
2025,36,Xavion Staton,,0.9871
2025,37,Kayden Mingo,,0.9859
2025,38,London Jemison,,0.9858
2025,39,Davis Fogle,,0.9847
2025,40,Jamier Jones,,0.9847
2025,41,Jaden Toombs,,0.9840
2025,42,Alex Lloyd,,0.9827
2025,43,Jerry Easter II,,0.9823
2025,44,Derek Dixon,,0.9822
2025,45,Jacob Wilkins,,0.9822
2025,46,Davion Hannah,,0.9815
2025,47,Hudson Greer,,0.9814
2025,48,Sebastian Williams-Adams,,0.9804
2025,49,Billy White III,,0.9801
2025,50,Neoklis Avdalas,,0.9800
